s0_avg_latency,s0_arrival_rate,s0_departure_rate,s0_avg_throughput,s0_avg_queue_size,s0_avg_threads,s1_avg_latency,s1_arrival_rate,s1_departure_rate,s1_avg_throughput,s1_avg_queue_size,s1_avg_threads,s2_avg_latency,s2_arrival_rate,s2_departure_rate,s2_avg_throughput,s2_avg_queue_size,s2_avg_threads,s3_avg_latency,s3_arrival_rate,s3_departure_rate,s3_avg_throughput,s3_avg_queue_size,s3_avg_threads,s4_avg_latency,s4_arrival_rate,s4_departure_rate,s4_avg_throughput,s4_avg_queue_size,s4_avg_threads,s5_avg_latency,s5_arrival_rate,s5_departure_rate,s5_avg_throughput,s5_avg_queue_size,s5_avg_threads,wf0_avg_e2e_latency,wf0_violation_rate,wf1_avg_e2e_latency,wf1_violation_rate,node0_avg_cpu_threads,node0_cpu_usage_pct,node1_avg_cpu_threads,node1_cpu_usage_pct,node2_avg_cpu_threads,node2_cpu_usage_pct
6.490584801547623,0.4666666666666667,0.4444444444444444,1.1539682539682539,3.111111111111111,2.888888888888889,3.1886759125042516,0.4666666666666667,0.4444444444444444,1.0740740740740742,1.7777777777777777,2.4444444444444446,1.5389909236989188,0.4555555555555556,0.4555555555555556,1.0222222222222224,0.6666666666666666,1.4444444444444444,8.538544601049132,0.4222222222222223,0.3444444444444444,1.5238095238095237,4.444444444444445,2.0,3.1800823109629435,0.3666666666666667,0.35555555555555557,1.0433862433862435,1.1111111111111112,1.8888888888888888,1.400000000000001,0.36666666666666664,0.35555555555555557,1.0674603174603172,0.4444444444444444,1.7777777777777777,6.490584801547623,0.2031746031746032,8.538544601049132,0.35978835978835977,3.4123711340206184,85.30927835051546,2.4123711340206184,60.30927835051546,1.175257731958763,29.381443298969074
5.012455165084668,0.36,0.33999999999999997,1.2797619047619047,1.7,2.5,2.8331870943857336,0.36,0.35000000000000003,1.1800000000000002,0.9,3.1,1.4000000000000012,0.36,0.35,1.1466666666666665,0.7,2.6,13.608414865700762,0.57,0.38,1.5516666666666665,9.2,1.7,2.8572802011083187,0.4,0.38999999999999996,1.1457142857142857,1.4,2.4,1.4056264524154956,0.4,0.39,1.06,0.7,2.4,5.012455165084668,0.05,13.608414865700762,0.6833333333333333,3.0660377358490565,76.65094339622641,2.1132075471698113,52.83018867924528,1.0377358490566038,25.943396226415093
15.031212648117565,0.6099999999999999,0.33999999999999997,1.7833333333333337,12.2,1.7,3.5570941758526198,0.38,0.35,1.1216666666666666,1.5,1.8,1.4000000000000008,0.35,0.35,1.05,0.7,2.1,13.099205035915404,0.48999999999999994,0.37,1.4023809523809523,7.1,2.1,5.382828707584857,0.41000000000000003,0.38,1.125,2.1,1.6,1.3999999999999981,0.39,0.38999999999999996,1.0392857142857141,0.5,1.8,15.031212648117565,0.8,13.099205035915404,0.7583333333333333,3.4215686274509802,85.5392156862745,2.088235294117647,52.20588235294118,1.0588235294117647,26.47058823529412
17.693349520369402,0.55,0.49000000000000005,1.6953968253968252,10.7,2.0,2.81017862568131,0.52,0.5000000000000001,1.132222222222222,1.5,2.6,1.4000000000000015,0.52,0.51,1.1067857142857143,0.7,2.0,20.813302638586215,0.43000000000000005,0.23000000000000004,1.9333333333333336,12.8,1.3,2.820500777950898,0.26,0.25,1.0533333333333332,0.8,3.2,1.4000000000000015,0.26,0.25,1.0533333333333332,0.4,2.3,17.693349520369402,0.7522619047619048,20.813302638586215,0.7,2.8627450980392157,71.56862745098039,2.1372549019607843,53.431372549019606,1.0588235294117647,26.47058823529412
16.695576763426878,0.4888888888888888,0.48888888888888893,1.4676807760141093,8.666666666666666,2.5555555555555554,2.8173148234901455,0.48888888888888893,0.48888888888888893,1.0443121693121695,0.8888888888888888,2.7777777777777777,1.4014493961516392,0.48888888888888893,0.48888888888888893,1.0304232804232805,0.5555555555555556,2.5555555555555554,13.141078695199804,0.5111111111111111,0.30000000000000004,1.8537037037037036,8.777777777777779,1.5555555555555556,3.0736651753977866,0.3111111111111111,0.3,1.1388888888888888,1.0,2.0,1.4000000000000012,0.3111111111111111,0.3,1.0555555555555556,0.4444444444444444,3.111111111111111,16.695576763426878,0.7709876543209877,13.141078695199804,0.5185185185185185,3.121212121212121,78.03030303030303,2.191919191919192,54.7979797979798,1.1515151515151516,28.78787878787879
5.233375813782386,0.4222222222222223,0.3888888888888889,1.274867724867725,2.2222222222222223,3.3333333333333335,2.6085473425967054,0.41111111111111115,0.38888888888888895,0.922222222222222,1.2222222222222223,2.7777777777777777,1.314193048104558,0.41111111111111115,0.4000000000000001,0.873015873015873,0.6666666666666666,2.4444444444444446,8.860888155896188,0.48888888888888893,0.4555555555555556,1.1992063492063494,4.444444444444445,3.2222222222222223,4.008164652398198,0.48888888888888893,0.4666666666666667,1.087037037037037,1.8888888888888888,1.3333333333333333,1.5293019465540274,0.48888888888888893,0.47777777777777775,1.047089947089947,0.7777777777777778,1.6666666666666667,5.233375813782386,0.022222222222222223,8.860888155896188,0.5444444444444444,3.402173913043478,85.05434782608695,2.5543478260869565,63.858695652173914,1.2934782608695652,32.33695652173913
6.768624408196586,0.4111111111111111,0.3444444444444445,1.178042328042328,3.2222222222222223,2.2222222222222223,2.619459574935229,0.3666666666666667,0.35555555555555557,0.876984126984127,1.0,2.6666666666666665,1.2444444444444451,0.36666666666666664,0.35555555555555557,0.8611111111111112,0.6666666666666666,1.5555555555555556,6.4971637205678014,0.5111111111111111,0.5,1.2227513227513227,2.888888888888889,2.888888888888889,2.886605930284387,0.5111111111111111,0.5,1.1,1.4444444444444444,3.2222222222222223,1.4523536515472026,0.5111111111111111,0.5,1.012962962962963,0.5555555555555556,2.4444444444444446,7.614702459221158,0.3455026455026455,6.4971637205678014,0.2351851851851852,3.3085106382978724,82.7127659574468,2.4574468085106385,61.43617021276596,1.1382978723404256,28.45744680851064
8.824043536431232,0.5888888888888889,0.47777777777777775,1.1944444444444444,6.555555555555555,2.7777777777777777,4.106060119601247,0.5111111111111112,0.48888888888888893,1.1064814814814814,1.8888888888888888,2.3333333333333335,1.4518518518518488,0.5111111111111112,0.48888888888888893,1.0895061728395061,0.6666666666666666,1.8888888888888888,16.88158835615317,0.4444444444444444,0.27777777777777773,1.787037037037037,8.777777777777779,1.1111111111111112,3.036476063864031,0.2888888888888889,0.2777777777777778,1.1111111111111112,0.7777777777777778,2.2222222222222223,1.3999999999999966,0.2888888888888889,0.2777777777777778,1.0648148148148149,0.4444444444444444,2.3333333333333335,9.927048978485136,0.5925925925925926,16.88158835615317,0.6666666666666666,3.3877551020408165,84.6938775510204,2.326530612244898,58.16326530612245,1.0918367346938775,27.29591836734694
5.37726798159868,0.3166666666666666,0.3,1.2819444444444443,1.6666666666666667,2.0833333333333335,2.8970181028820954,0.30833333333333335,0.30833333333333335,1.048611111111111,0.9166666666666666,2.5833333333333335,1.4022226129021285,0.30833333333333335,0.30833333333333335,1.0416666666666667,0.25,2.3333333333333335,6.880943105180187,0.3833333333333333,0.3416666666666666,1.236111111111111,2.9166666666666665,2.1666666666666665,2.852496189690664,0.35000000000000003,0.3416666666666666,1.0416666666666667,1.0,2.3333333333333335,1.423620239788096,0.35000000000000003,0.35000000000000003,0.998611111111111,0.6666666666666666,2.4166666666666665,5.37726798159868,0.12222222222222222,6.880943105180187,0.2972222222222222,2.6747967479674797,66.869918699187,1.8211382113821137,45.52845528455284,0.8861788617886179,22.15447154471545
8.918317570537571,0.4375,0.39999999999999997,1.2619047619047619,4.25,3.25,4.146779649216276,0.42499999999999993,0.4125,1.0892857142857144,1.625,1.875,1.4259198812686662,0.42499999999999993,0.4125,1.09375,0.75,1.75,10.006867137533881,0.525,0.4375,1.4395833333333332,5.0,2.75,2.9181774685473507,0.475,0.44999999999999996,1.1008928571428571,1.75,2.875,1.4262862349804122,0.46249999999999997,0.44999999999999996,1.075892857142857,0.875,1.625,8.918317570537571,0.43749999999999994,10.006867137533881,0.53125,3.411111111111111,85.27777777777777,2.5,62.5,1.2555555555555555,31.38888888888889
