episode,total_violations,mean_step_total_violations,n_steps
1,19,2.111111111111111,9
2,33,4.125,8
3,30,3.75,8
4,25,2.5,10
5,20,2.0,10
6,24,3.4285714285714284,7
7,37,4.111111111111111,9
8,31,3.875,8
9,34,4.25,8
10,24,2.4,10
11,34,3.7777777777777777,9
12,42,4.666666666666667,9
13,39,3.9,10
14,36,4.0,9
15,43,5.375,8
16,43,4.3,10
17,26,3.25,8
18,33,3.6666666666666665,9
19,44,6.285714285714286,7
20,33,3.6666666666666665,9
21,8,0.8888888888888888,9
22,17,1.5454545454545454,11
23,28,3.111111111111111,9
24,40,5.0,8
25,25,2.7777777777777777,9
26,55,6.875,8
27,50,6.25,8
28,18,2.0,9
29,21,2.3333333333333335,9
30,51,6.375,8
31,17,1.7,10
32,46,5.111111111111111,9
33,23,2.5555555555555554,9
34,36,3.6,10
35,41,5.125,8
36,42,4.2,10
37,44,4.888888888888889,9
38,15,1.6666666666666667,9
39,30,3.3333333333333335,9
40,11,1.1,10
41,23,2.5555555555555554,9
42,46,5.75,8
43,27,3.0,9
44,10,1.1111111111111112,9
45,36,4.5,8
46,26,2.6,10
47,58,6.444444444444445,9
48,28,3.5,8
49,15,1.6666666666666667,9
50,32,3.5555555555555554,9
51,33,3.0,11
52,28,3.5,8
53,15,1.6666666666666667,9
54,38,4.75,8
55,13,1.625,8
56,48,4.8,10
57,46,5.111111111111111,9
58,21,2.1,10
59,35,3.5,10
60,25,2.7777777777777777,9
61,43,4.777777777777778,9
62,29,3.2222222222222223,9
63,17,1.7,10
64,34,3.7777777777777777,9
65,32,4.0,8
66,30,3.3333333333333335,9
67,40,5.0,8
68,41,4.555555555555555,9
69,35,3.5,10
70,33,3.6666666666666665,9
71,34,4.25,8
72,20,2.2222222222222223,9
73,37,4.111111111111111,9
74,22,2.2,10
75,34,3.7777777777777777,9
76,15,1.5,10
77,10,1.1111111111111112,9
78,40,4.0,10
79,43,5.375,8
80,19,2.111111111111111,9
81,17,2.125,8
82,19,2.375,8
83,21,3.0,7
84,25,3.125,8
85,41,4.555555555555555,9
86,31,3.875,8
87,27,2.7,10
88,31,3.1,10
89,23,2.875,8
90,42,5.25,8
91,35,3.5,10
92,41,5.125,8
93,22,2.75,8
94,24,2.6666666666666665,9
95,22,2.4444444444444446,9
96,32,3.5555555555555554,9
97,42,5.25,8
98,35,3.888888888888889,9
99,30,3.3333333333333335,9
100,41,4.555555555555555,9
