episode,total_violations,mean_step_total_violations,n_steps
1,21,2.1,10
2,45,4.5,10
3,38,4.222222222222222,9
4,37,4.625,8
5,38,3.8,10
6,47,5.875,8
7,32,3.5555555555555554,9
8,27,2.7,10
9,40,5.0,8
10,31,3.1,10
11,39,4.333333333333333,9
12,38,3.8,10
13,26,2.6,10
14,39,4.333333333333333,9
15,46,5.111111111111111,9
16,31,3.875,8
17,40,5.0,8
18,34,4.25,8
19,36,3.6,10
20,29,2.6363636363636362,11
21,34,3.4,10
22,33,3.3,10
23,27,3.0,9
24,39,4.333333333333333,9
25,51,5.666666666666667,9
26,38,4.222222222222222,9
27,52,5.777777777777778,9
28,34,4.25,8
29,28,2.8,10
30,18,2.0,9
31,46,5.75,8
32,34,4.25,8
33,15,1.6666666666666667,9
34,35,3.888888888888889,9
35,34,4.25,8
36,35,3.888888888888889,9
37,32,3.5555555555555554,9
38,44,5.5,8
39,48,6.0,8
40,24,2.4,10
41,27,2.4545454545454546,11
42,54,6.0,9
43,33,4.125,8
44,25,2.7777777777777777,9
45,41,4.555555555555555,9
46,43,5.375,8
47,42,4.666666666666667,9
48,38,3.8,10
49,37,4.625,8
50,43,4.777777777777778,9
51,33,3.6666666666666665,9
52,34,3.7777777777777777,9
53,28,2.8,10
54,32,3.2,10
55,35,3.5,10
56,41,3.4166666666666665,12
57,41,5.125,8
58,30,3.0,10
59,32,3.2,10
60,39,3.5454545454545454,11
61,40,4.0,10
62,34,3.090909090909091,11
63,24,3.0,8
64,27,3.0,9
65,41,4.1,10
66,43,4.777777777777778,9
67,36,4.0,9
68,32,3.5555555555555554,9
69,23,2.5555555555555554,9
70,56,6.222222222222222,9
71,43,4.777777777777778,9
72,45,5.0,9
73,34,4.25,8
74,45,4.5,10
75,32,3.5555555555555554,9
76,29,2.9,10
77,36,3.6,10
78,40,4.444444444444445,9
79,33,3.6666666666666665,9
80,33,3.0,11
81,54,4.909090909090909,11
82,28,2.8,10
83,44,4.888888888888889,9
84,42,4.666666666666667,9
85,32,4.0,8
86,36,4.0,9
87,35,3.888888888888889,9
88,44,4.0,11
89,26,3.25,8
90,37,3.7,10
91,41,4.1,10
92,25,2.7777777777777777,9
93,24,2.4,10
94,46,4.6,10
95,41,4.555555555555555,9
96,35,3.5,10
97,42,4.2,10
98,30,3.0,10
99,44,4.888888888888889,9
100,44,4.0,11
