episode,total_violations,mean_step_total_violations,n_steps
1,35,3.1818181818181817,11
2,29,2.9,10
3,38,3.8,10
4,25,2.7777777777777777,9
5,55,6.875,8
6,34,3.7777777777777777,9
7,45,5.0,9
8,35,3.5,10
9,52,5.777777777777778,9
10,34,4.25,8
11,39,4.333333333333333,9
12,43,4.777777777777778,9
13,27,2.7,10
14,56,6.222222222222222,9
15,56,7.0,8
16,51,5.666666666666667,9
17,33,3.6666666666666665,9
18,33,3.6666666666666665,9
19,30,3.3333333333333335,9
20,34,3.7777777777777777,9
21,18,1.8,10
22,21,2.1,10
23,49,4.9,10
24,29,3.2222222222222223,9
25,35,4.375,8
26,49,7.0,7
27,41,4.555555555555555,9
28,50,5.555555555555555,9
29,52,5.777777777777778,9
30,44,4.888888888888889,9
31,32,3.5555555555555554,9
32,47,5.222222222222222,9
33,34,3.090909090909091,11
34,45,5.625,8
35,27,3.375,8
36,23,2.5555555555555554,9
37,37,4.111111111111111,9
38,23,2.5555555555555554,9
39,53,6.625,8
40,41,5.125,8
41,15,1.5,10
42,45,5.0,9
43,48,5.333333333333333,9
44,56,6.222222222222222,9
45,48,5.333333333333333,9
46,60,7.5,8
47,51,6.375,8
48,58,7.25,8
49,34,4.25,8
50,19,2.375,8
51,51,6.375,8
52,59,6.555555555555555,9
53,46,5.111111111111111,9
54,42,4.666666666666667,9
55,35,4.375,8
56,30,3.0,10
57,32,3.5555555555555554,9
58,39,4.333333333333333,9
59,33,3.3,10
60,31,3.4444444444444446,9
61,42,6.0,7
62,28,3.111111111111111,9
63,46,5.111111111111111,9
64,38,3.8,10
65,30,3.0,10
66,37,3.7,10
67,30,3.3333333333333335,9
68,44,4.888888888888889,9
69,35,4.375,8
70,43,4.3,10
71,40,4.444444444444445,9
72,23,2.3,10
73,30,3.0,10
74,42,4.666666666666667,9
75,42,5.25,8
76,22,2.4444444444444446,9
77,56,6.222222222222222,9
78,32,3.2,10
79,38,4.222222222222222,9
80,20,2.2222222222222223,9
81,24,2.4,10
82,55,6.875,8
83,67,7.444444444444445,9
84,34,3.090909090909091,11
85,35,3.888888888888889,9
86,49,5.444444444444445,9
87,35,4.375,8
88,36,3.6,10
89,28,3.111111111111111,9
90,40,4.0,10
91,39,3.9,10
92,34,3.4,10
93,34,3.7777777777777777,9
94,38,4.222222222222222,9
95,30,3.3333333333333335,9
96,41,5.125,8
97,51,5.1,10
98,48,5.333333333333333,9
99,34,4.25,8
100,43,4.3,10
