episode,total_violations,mean_step_total_violations,n_steps
1,39,3.9,10
2,38,4.222222222222222,9
3,26,3.25,8
4,31,3.4444444444444446,9
5,35,4.375,8
6,29,3.625,8
7,35,3.888888888888889,9
8,37,3.7,10
9,32,3.5555555555555554,9
10,7,0.7,10
11,36,4.0,9
12,9,0.9,10
13,30,3.3333333333333335,9
14,45,4.5,10
15,45,4.5,10
16,28,2.8,10
17,44,4.888888888888889,9
18,43,4.777777777777778,9
19,25,3.125,8
20,24,2.4,10
21,45,4.5,10
22,42,4.666666666666667,9
23,28,3.111111111111111,9
24,34,4.25,8
25,32,3.2,10
26,25,2.5,10
27,25,2.7777777777777777,9
28,61,7.625,8
29,57,7.125,8
30,27,2.4545454545454546,11
31,38,4.75,8
32,42,4.666666666666667,9
33,13,1.4444444444444444,9
34,21,2.1,10
35,46,5.111111111111111,9
36,31,3.1,10
37,22,2.2,10
38,43,4.777777777777778,9
39,28,2.8,10
40,47,5.222222222222222,9
41,37,4.111111111111111,9
42,26,2.888888888888889,9
43,35,4.375,8
44,35,3.5,10
45,27,2.7,10
46,23,2.5555555555555554,9
47,24,2.6666666666666665,9
48,29,3.2222222222222223,9
49,32,3.5555555555555554,9
50,28,2.8,10
51,19,1.9,10
52,49,4.9,10
53,28,3.111111111111111,9
54,21,2.1,10
55,4,0.4,10
56,39,4.333333333333333,9
57,29,2.9,10
58,39,3.9,10
59,33,3.6666666666666665,9
60,45,5.0,9
61,31,3.1,10
62,9,1.0,9
63,30,3.0,10
64,31,3.875,8
65,35,3.5,10
66,36,4.5,8
67,13,1.3,10
68,30,3.3333333333333335,9
69,32,4.0,8
70,33,3.3,10
71,26,2.6,10
72,56,7.0,8
73,14,1.4,10
74,38,3.8,10
75,32,3.5555555555555554,9
76,16,1.4545454545454546,11
77,35,3.5,10
78,34,4.25,8
79,27,3.375,8
80,34,3.4,10
81,26,2.3636363636363638,11
82,25,2.5,10
83,51,7.285714285714286,7
84,50,5.555555555555555,9
85,44,4.888888888888889,9
86,23,2.5555555555555554,9
87,30,3.3333333333333335,9
88,33,3.3,10
89,24,2.6666666666666665,9
90,40,4.0,10
91,16,1.6,10
92,36,4.5,8
93,33,3.3,10
94,32,3.2,10
95,13,1.3,10
96,50,5.0,10
97,45,5.0,9
98,35,3.888888888888889,9
99,18,2.0,9
100,56,7.0,8
