s0_avg_latency,s0_arrival_rate,s0_departure_rate,s0_avg_throughput,s0_avg_queue_size,s0_avg_threads,s1_avg_latency,s1_arrival_rate,s1_departure_rate,s1_avg_throughput,s1_avg_queue_size,s1_avg_threads,s2_avg_latency,s2_arrival_rate,s2_departure_rate,s2_avg_throughput,s2_avg_queue_size,s2_avg_threads,s3_avg_latency,s3_arrival_rate,s3_departure_rate,s3_avg_throughput,s3_avg_queue_size,s3_avg_threads,s4_avg_latency,s4_arrival_rate,s4_departure_rate,s4_avg_throughput,s4_avg_queue_size,s4_avg_threads,s5_avg_latency,s5_arrival_rate,s5_departure_rate,s5_avg_throughput,s5_avg_queue_size,s5_avg_threads,s6_avg_latency,s6_arrival_rate,s6_departure_rate,s6_avg_throughput,s6_avg_queue_size,s6_avg_threads,s7_avg_latency,s7_arrival_rate,s7_departure_rate,s7_avg_throughput,s7_avg_queue_size,s7_avg_threads,s8_avg_latency,s8_arrival_rate,s8_departure_rate,s8_avg_throughput,s8_avg_queue_size,s8_avg_threads,wf0_avg_e2e_latency,wf0_violation_rate,wf1_avg_e2e_latency,wf1_violation_rate,wf2_avg_e2e_latency,wf2_violation_rate,node0_avg_cpu_threads,node0_cpu_usage_pct,node1_avg_cpu_threads,node1_cpu_usage_pct,node2_avg_cpu_threads,node2_cpu_usage_pct
16.13645753098325,0.4875,0.3375,1.6354166666666667,8.125,1.625,3.136179869783815,0.36250000000000004,0.3375,1.1208333333333331,0.625,2.25,1.3999999999999986,0.35,0.3375,1.0791666666666666,0.25,2.25,17.56894748153928,0.6000000000000001,0.17500000000000002,3.25,14.625,1.125,2.941929295962887,0.2,0.1875,1.125,0.875,1.0,1.4,0.2,0.1875,1.1458333333333333,0.625,3.125,7.265785573959592,0.4875,0.35,1.175,5.625,2.625,3.409199555703414,0.375,0.35,0.90625,1.25,2.125,1.2249999999999988,0.3625,0.35,0.8479166666666667,0.625,3.25,16.13645753098325,0.875,17.56894748153928,0.6875,8.303754941668105,0.42500000000000004,3.4634146341463414,86.58536585365853,2.475609756097561,61.890243902439025,1.2317073170731707,30.79268292682927
22.51727961799953,0.55,0.3125,2.3095238095238093,12.375,1.5,2.9046515210005497,0.325,0.3125,1.0625,0.375,2.0,1.4007834566020398,0.325,0.3125,1.0625,0.375,3.0,8.956246931800226,0.3875,0.325,1.2083333333333335,3.625,2.375,3.867213185956405,0.35,0.3375,1.0583333333333331,1.5,1.625,1.4003264402508493,0.3375,0.3375,1.04375,0.5,3.625,19.44754938742279,0.375,0.2875,1.55,7.25,1.75,2.8784949773265476,0.325,0.3,1.0875,0.875,1.375,1.4003264402508502,0.325,0.3,1.1041666666666665,0.5,2.125,22.88066769955069,0.8541666666666666,8.956246931800226,0.6041666666666666,19.44754938742279,0.7875,3.506172839506173,87.65432098765432,2.654320987654321,66.35802469135803,1.3580246913580247,33.95061728395062
14.711392293061085,0.5875,0.35,1.7803571428571427,10.0,2.5,4.68943090432909,0.375,0.35,1.1104166666666666,1.75,1.5,1.4000000000000001,0.375,0.3625,1.063392857142857,0.625,1.875,7.502148713958089,0.35000000000000003,0.27499999999999997,1.5,3.5,1.875,3.1376512321801355,0.3,0.2875,1.0833333333333333,0.875,1.25,1.4000000000000004,0.3,0.2875,1.0520833333333333,0.25,1.0,18.94947085299276,0.475,0.225,2.4166666666666665,11.5,1.75,3.4860002111640758,0.275,0.2375,1.2291666666666665,1.25,1.75,1.4000000000000004,0.25,0.2375,1.0625,0.25,1.875,14.711392293061085,0.7083333333333333,7.502148713958089,0.3645833333333333,18.94947085299276,0.75,3.63855421686747,90.96385542168674,2.5421686746987953,63.55421686746988,1.2771084337349397,31.92771084337349
8.142157108093684,0.4,0.35714285714285715,1.3547619047619048,3.4285714285714284,2.4285714285714284,2.8747434479275773,0.39999999999999997,0.37142857142857144,1.1357142857142857,1.5714285714285714,3.5714285714285716,1.4108209933119407,0.3714285714285714,0.37142857142857144,1.0214285714285716,0.5714285714285714,1.8571428571428572,14.58184054514112,0.5857142857142857,0.24285714285714285,2.2142857142857144,13.285714285714286,1.5714285714285714,2.9209815553985576,0.2714285714285714,0.2571428571428571,1.0714285714285714,0.7142857142857143,3.142857142857143,1.4589317023138852,0.2714285714285714,0.2571428571428572,1.0714285714285714,0.42857142857142855,2.4285714285714284,8.26345264228372,0.4,0.39999999999999997,1.253968253968254,2.857142857142857,2.4285714285714284,3.021280753641244,0.39999999999999997,0.39999999999999997,1.0357142857142856,1.0,2.0,1.399999999999999,0.39999999999999997,0.39999999999999997,1.0561224489795917,0.5714285714285714,3.4285714285714284,8.142157108093684,0.3761904761904762,17.01214730266464,0.6857142857142857,8.588315423263964,0.6258503401360545,3.6184210526315788,90.46052631578947,2.9342105263157894,73.35526315789474,1.4210526315789473,35.526315789473685
8.103889169300675,0.5428571428571428,0.37142857142857144,1.5214285714285711,5.428571428571429,2.142857142857143,3.2469263550016394,0.41428571428571426,0.38571428571428573,1.195238095238095,1.4285714285714286,2.2857142857142856,1.4571121117650063,0.4,0.4,1.0,0.2857142857142857,1.2857142857142858,16.85275706905489,0.5428571428571428,0.24285714285714288,2.297619047619048,10.857142857142858,1.4285714285714286,2.930817974481126,0.2571428571428572,0.24285714285714285,1.1428571428571428,1.0,2.2857142857142856,1.3999999999999997,0.2571428571428572,0.2571428571428572,1.0357142857142858,0.42857142857142855,1.8571428571428572,9.21046034068601,0.3857142857142857,0.37142857142857144,1.3261904761904761,3.2857142857142856,2.4285714285714284,4.341309011168457,0.3857142857142857,0.37142857142857144,1.1666666666666667,1.8571428571428572,1.4285714285714286,1.4211498124746769,0.3857142857142857,0.37142857142857144,1.1666666666666665,0.8571428571428571,2.2857142857142856,8.103889169300675,0.44761904761904764,16.85275706905489,0.738095238095238,9.21046034068601,0.5714285714285714,3.689189189189189,92.22972972972973,2.918918918918919,72.97297297297297,1.4324324324324325,35.810810810810814
12.0566884937385,0.4285714285714285,0.24285714285714288,2.0238095238095237,7.142857142857143,1.5714285714285714,2.8580910947516758,0.2714285714285714,0.27142857142857146,1.1904761904761905,0.7142857142857143,1.5714285714285714,1.3999999999999992,0.2714285714285714,0.27142857142857146,1.042857142857143,0.2857142857142857,2.142857142857143,7.98313738853505,0.4857142857142857,0.35714285714285715,1.7285714285714284,4.428571428571429,3.5714285714285716,4.383348602016908,0.39999999999999997,0.35714285714285715,1.2666666666666668,2.142857142857143,1.8571428571428572,1.4545983597762973,0.3714285714285714,0.35714285714285715,1.042857142857143,1.0,1.2857142857142858,15.078925948051262,0.5571428571428572,0.3285714285714286,1.8809523809523812,9.428571428571429,2.0,2.856492526040003,0.3714285714285714,0.3285714285714286,1.1166666666666667,1.1428571428571428,2.2857142857142856,1.3999999999999997,0.35714285714285715,0.34285714285714286,1.0595238095238095,0.5714285714285714,1.8571428571428572,12.0566884937385,0.4880952380952381,7.98313738853505,0.3261904761904762,15.078925948051262,0.5952380952380952,3.6103896103896105,90.25974025974025,2.8051948051948052,70.12987012987013,1.3896103896103895,34.74025974025974
7.267281071355715,0.4375,0.35,1.3145833333333332,3.625,2.5,3.0804824100817174,0.4,0.36250000000000004,1.10625,1.375,2.0,1.4012367667262806,0.375,0.3625,1.05625,0.625,2.625,5.615623401388456,0.39999999999999997,0.325,1.4142857142857144,2.5,2.875,2.9881347978683643,0.35,0.325,1.125,1.0,2.25,1.4849381783594986,0.3375,0.3375,1.05,0.375,2.0,11.441863915631147,0.4375,0.2625,2.273809523809524,7.5,2.125,3.1708580867877343,0.275,0.26249999999999996,1.1041666666666665,0.875,1.75,1.4000000000000004,0.275,0.26249999999999996,1.0520833333333333,0.375,1.75,7.267281071355715,0.28125,5.963716937003204,0.1375,10.567561823172543,0.40625,3.617283950617284,90.4320987654321,2.740740740740741,68.51851851851852,1.382716049382716,34.5679012345679
8.289625815489309,0.35,0.25,1.75,3.625,2.0,2.8009462364750837,0.275,0.25,1.1875,0.75,2.875,1.4000000000000004,0.275,0.275,1.0208333333333333,0.125,3.125,9.522839664518308,0.5375000000000001,0.2875,2.04375,7.375,1.5,4.009602838331389,0.325,0.3,1.1041666666666665,1.5,1.875,1.479289064286574,0.3125,0.30000000000000004,1.1354166666666665,0.625,1.5,11.651544415402125,0.5249999999999999,0.3375,1.28125,7.25,1.625,3.247345870010862,0.375,0.35,1.1041666666666667,1.125,2.0,1.4026540309985176,0.3625,0.35,1.06875,0.625,2.375,7.784691719209759,0.375,9.522839664518308,0.4666666666666667,13.316050760459573,0.7354166666666666,3.4634146341463414,86.58536585365853,2.573170731707317,64.32926829268293,1.3170731707317074,32.926829268292686
8.317993199762547,0.34444444444444444,0.2777777777777778,1.5416666666666667,2.6666666666666665,1.6666666666666667,2.9593404310916562,0.2888888888888889,0.28888888888888886,1.0277777777777777,0.5555555555555556,2.5555555555555554,1.426339531798626,0.2888888888888889,0.28888888888888886,0.9907407407407407,0.2222222222222222,1.2222222222222223,11.327971190873875,0.3888888888888889,0.26666666666666666,1.7870370370370372,6.0,3.0,5.793715464479263,0.3111111111111111,0.2777777777777778,1.3425925925925926,1.8888888888888888,1.0,1.3999999999999992,0.2777777777777778,0.2777777777777778,1.1018518518518519,0.3333333333333333,1.8888888888888888,11.371508120993937,0.4555555555555555,0.2666666666666666,1.5541666666666667,6.333333333333333,2.4444444444444446,3.9310808112996596,0.3111111111111111,0.27777777777777773,0.9229166666666666,1.5555555555555556,1.8888888888888888,1.313822260763345,0.28888888888888886,0.27777777777777773,0.9229166666666666,0.6666666666666666,1.3333333333333333,8.21542588737672,0.5,11.327971190873875,0.5185185185185185,12.99600928113593,0.4740740740740741,3.4065934065934065,85.16483516483517,2.3626373626373627,59.065934065934066,1.1868131868131868,29.67032967032967
14.11897479495332,0.48571428571428577,0.2714285714285714,2.428571428571428,9.0,1.4285714285714286,2.908879040443387,0.3142857142857142,0.2857142857142857,1.1952380952380952,1.1428571428571428,2.5714285714285716,1.411695636999172,0.3142857142857142,0.3,1.0595238095238095,0.42857142857142855,1.5714285714285714,5.762387369049045,0.48571428571428577,0.32857142857142857,1.4714285714285715,3.2857142857142856,3.0,2.9309001255728617,0.35714285714285715,0.34285714285714286,1.05,0.8571428571428571,3.0,1.3999999999999992,0.35714285714285715,0.34285714285714286,1.042857142857143,0.7142857142857143,2.7142857142857144,12.84125117616877,0.5571428571428572,0.29999999999999993,2.1904761904761907,9.142857142857142,2.142857142857143,3.07254582827105,0.34285714285714286,0.3142857142857142,1.245238095238095,1.1428571428571428,1.7142857142857142,1.3999999999999997,0.32857142857142857,0.32857142857142857,1.1142857142857143,0.5714285714285714,2.5714285714285716,14.11897479495332,0.6666666666666666,5.762387369049045,0.14285714285714285,12.84125117616877,0.5714285714285714,3.32,83.0,2.72,68.0,1.36,34.0
