,t0(s0),t1(s1),t2(s2),t3(s3),t4(s4),t5(s5),t6(s6),t7(s7)
t0(s0),1.0,0.4095632146748219,0.9871638396539503,0.3420703303139729,0.1944516900627453,0.0,0.1944516900627452,0.0
t1(s1),0.4095632146748219,1.0,0.34207033031405004,0.6451205565728639,0.6491792132964544,0.4288203398997169,0.649179213296454,0.42882033989971685
t2(s2),0.9871638396539503,0.34207033031405004,1.0,0.4095632146749095,0.1944516900627873,0.0,0.19445169006278723,0.0
t3(s3),0.3420703303139729,0.6451205565728639,0.4095632146749095,1.0,0.6491792132964559,0.428820339899719,0.6491792132964556,0.4288203398997189
t4(s4),0.1944516900627453,0.6491792132964544,0.1944516900627873,0.6491792132964559,1.0,0.8458881962011231,0.656478466757421,0.7221526560973884
t5(s5),0.0,0.4288203398997169,0.0,0.428820339899719,0.8458881962011231,1.0,0.7221526560973884,0.9554307884567127
t6(s6),0.1944516900627452,0.649179213296454,0.19445169006278723,0.6491792132964556,0.656478466757421,0.7221526560973884,1.0,0.845888196201123
t7(s7),0.0,0.42882033989971685,0.0,0.4288203398997189,0.7221526560973884,0.9554307884567127,0.845888196201123,1.0
