,t0(s0),t1(s1),t2(s2),t3(s3),t4(s4),t5(s5),t6(s6),t7(s7)
t0(s0),1.0,0.04511454070327384,1.0,0.054731954593333236,0.04529926459117044,1.2612855468416882e-13,0.045299264591172055,1.2596033842025286e-13
t1(s1),0.04511454070327384,1.0,0.05473195459367856,0.0,0.0,1.7662707711173278e-13,0.0,1.7588692555050267e-13
t2(s2),1.0,0.05473195459367856,1.0,0.04511454070356155,0.04529926459148763,4.696934521060764e-13,0.045299264591490855,4.695252358421605e-13
t3(s3),0.054731954593333236,0.0,0.04511454070356155,1.0,0.0,1.7090772413859095e-13,0.0,1.7036943209405997e-13
t4(s4),0.04529926459117044,0.0,0.04529926459148763,0.0,1.0,9.352824273726041e-14,0.033375526241891794,0.021286124530138884
t5(s5),1.2612855468416882e-13,1.7662707711173278e-13,4.696934521060764e-13,1.7090772413859095e-13,9.352824273726041e-14,1.0,0.02128612453014043,0.9795235915553399
t6(s6),0.045299264591172055,0.0,0.045299264591490855,0.0,0.033375526241891794,0.02128612453014043,1.0,9.547955139868526e-14
t7(s7),1.2596033842025286e-13,1.7588692555050267e-13,4.695252358421605e-13,1.7036943209405997e-13,0.021286124530138884,0.9795235915553399,9.547955139868526e-14,1.0
