,D_wf0/λ,D_wf1/λ,D_wf2/λ,D_wf3/λ,u_node0,u_node1,u_node2
t0(s0),0.013791428839535555,0.00567165403981983,0.0,0.0,0.1719068039837125,0.021445209634593822,0.0
t1(s1),0.7178653377437815,0.06258028356538739,0.06258028356538739,0.06258028356538739,0.0,0.06576142109857955,0.17634259226958982
t2(s2),0.005671654039819839,0.013791428839535585,0.0,0.0,0.1719068039837125,0.021445209634593822,0.0
t3(s3),0.06258028356538746,0.7178653377437814,0.06258028356538739,0.06258028356538739,0.0,0.06576142109857883,0.17634259226958982
t4(s4),0.06258028356538746,0.06258028356538742,0.7178653377437809,0.06258028356538739,0.0,0.1177202635360277,0.2551170483655439
t5(s5),0.0,0.0,0.013791428839535585,0.00567165403981983,0.0,0.0,0.008132206789845671
t6(s6),0.0625802835653874,0.06258028356538733,0.06258028356538736,0.7178653377437814,0.0,0.1177202635360277,0.2551170483655437
t7(s7),0.0,0.0,0.005671654039819841,0.013791428839535526,0.0,0.0,0.008132206789845671
