episode,total_violations,mean_step_total_violations,n_steps
1,40,10.0,4
2,39,9.75,4
3,45,11.25,4
4,41,10.25,4
5,39,9.75,4
6,43,10.75,4
7,43,10.75,4
8,36,9.0,4
9,40,10.0,4
10,43,10.75,4
11,41,10.25,4
12,41,10.25,4
13,45,11.25,4
14,41,10.25,4
15,41,10.25,4
16,42,10.5,4
17,43,10.75,4
18,38,9.5,4
19,42,10.5,4
20,44,11.0,4
21,42,10.5,4
22,45,11.25,4
23,40,10.0,4
24,41,10.25,4
25,39,9.75,4
26,35,8.75,4
27,44,11.0,4
28,39,9.75,4
29,43,10.75,4
30,41,10.25,4
31,44,11.0,4
32,45,11.25,4
33,41,10.25,4
34,44,11.0,4
35,42,10.5,4
36,39,9.75,4
37,43,10.75,4
38,37,9.25,4
39,27,9.0,3
40,40,10.0,4
41,39,9.75,4
42,41,10.25,4
43,35,8.75,4
44,40,10.0,4
45,43,10.75,4
46,38,9.5,4
47,43,10.75,4
48,45,11.25,4
49,44,11.0,4
50,42,10.5,4
51,39,9.75,4
52,37,9.25,4
53,41,10.25,4
54,41,10.25,4
55,43,10.75,4
56,37,9.25,4
57,40,10.0,4
58,43,10.75,4
59,39,9.75,4
60,42,10.5,4
61,39,9.75,4
62,42,10.5,4
63,40,10.0,4
64,36,9.0,4
65,42,10.5,4
66,40,10.0,4
67,41,10.25,4
68,38,9.5,4
69,41,10.25,4
70,44,11.0,4
71,40,10.0,4
72,43,10.75,4
73,38,9.5,4
74,35,8.75,4
75,42,10.5,4
76,41,10.25,4
77,41,10.25,4
78,43,10.75,4
79,43,10.75,4
80,40,10.0,4
81,42,10.5,4
82,42,10.5,4
83,42,10.5,4
84,42,10.5,4
85,44,11.0,4
86,36,9.0,4
87,42,10.5,4
88,42,10.5,4
89,37,9.25,4
90,42,10.5,4
91,41,10.25,4
92,44,11.0,4
93,40,10.0,4
94,40,10.0,4
95,36,9.0,4
96,37,9.25,4
97,40,10.0,4
98,42,10.5,4
99,42,10.5,4
100,42,10.5,4
