,t0(s0),t1(s1),t2(s2),t3(s3),t4(s4),t5(s5),t6(s6),t7(s7)
t0(s0),1.0,0.05394085733427366,1.0,0.03154101969422671,0.004380858189793091,3.2162174035828605e-17,0.0043808581897927384,1.3541968015085727e-17
t1(s1),0.05394085733427366,1.0,0.03154101969422588,0.02715243804097083,0.024778636452948713,0.002790672410516561,0.02477863645294877,0.0027906724105165176
t2(s2),1.0,0.03154101969422588,1.0,0.05394085733427444,0.004380858189792742,1.1002849012257153e-17,0.0043808581897927246,2.539119002828574e-18
t3(s3),0.03154101969422671,0.02715243804097083,0.05394085733427444,1.0,0.024778636452949983,0.0027906724105164708,0.024778636452949965,0.0027906724105165445
t4(s4),0.004380858189793091,0.024778636452948713,0.004380858189792742,0.024778636452949983,1.0,0.02434754643562994,0.020567155351781434,0.012728289033730555
t5(s5),3.2162174035828605e-17,0.002790672410516561,1.1002849012257153e-17,0.0027906724105164708,0.02434754643562994,1.0,0.01272828903373052,0.0636346797834608
t6(s6),0.0043808581897927384,0.02477863645294877,0.0043808581897927246,0.024778636452949965,0.020567155351781434,0.01272828903373052,1.0,0.024347546435629815
t7(s7),1.3541968015085727e-17,0.0027906724105165176,2.539119002828574e-18,0.0027906724105165445,0.012728289033730555,0.0636346797834608,0.024347546435629815,1.0
