episode,total_violations,mean_step_total_violations,n_steps
1,42,8.4,5
2,41,8.2,5
3,45,7.5,6
4,38,7.6,5
5,44,8.8,5
6,40,8.0,5
7,49,9.8,5
8,31,6.2,5
9,46,9.2,5
10,50,10.0,5
11,32,6.4,5
12,43,8.6,5
13,54,10.8,5
14,39,7.8,5
15,36,7.2,5
16,41,8.2,5
17,50,10.0,5
18,24,4.8,5
19,40,8.0,5
20,42,8.4,5
21,40,8.0,5
22,38,7.6,5
23,28,5.6,5
24,37,7.4,5
25,32,6.4,5
26,39,7.8,5
27,34,6.8,5
28,48,8.0,6
29,38,7.6,5
30,47,9.4,5
31,40,8.0,5
32,42,8.4,5
33,35,7.0,5
34,38,7.6,5
35,40,6.666666666666667,6
36,45,9.0,5
37,44,8.8,5
38,49,9.8,5
39,39,7.8,5
40,42,8.4,5
41,45,9.0,5
42,39,7.8,5
43,38,7.6,5
44,39,7.8,5
45,31,6.2,5
46,41,8.2,5
47,34,6.8,5
48,37,7.4,5
49,37,7.4,5
50,37,7.4,5
51,39,7.8,5
52,30,6.0,5
53,41,8.2,5
54,33,6.6,5
55,44,8.8,5
56,43,8.6,5
57,36,7.2,5
58,38,7.6,5
59,33,6.6,5
60,56,11.2,5
61,39,7.8,5
62,43,8.6,5
63,29,5.8,5
64,39,7.8,5
65,40,8.0,5
66,49,9.8,5
67,38,7.6,5
68,46,9.2,5
69,50,8.333333333333334,6
70,51,10.2,5
71,34,6.8,5
72,31,6.2,5
73,41,8.2,5
74,55,11.0,5
75,36,7.2,5
76,40,8.0,5
77,32,5.333333333333333,6
78,47,9.4,5
79,38,7.6,5
80,37,7.4,5
81,50,10.0,5
82,45,9.0,5
83,37,7.4,5
84,33,6.6,5
85,41,8.2,5
86,45,9.0,5
87,30,6.0,5
88,42,8.4,5
89,42,8.4,5
90,50,10.0,5
91,39,7.8,5
92,42,8.4,5
93,46,9.2,5
94,33,6.6,5
95,34,6.8,5
96,41,8.2,5
97,38,7.6,5
98,42,8.4,5
99,44,8.8,5
100,44,7.333333333333333,6
