episode,total_violations,mean_step_total_violations,n_steps
1,40,8.0,5
2,45,9.0,5
3,50,10.0,5
4,43,8.6,5
5,30,5.0,6
6,46,9.2,5
7,26,5.2,5
8,41,8.2,5
9,50,10.0,5
10,28,5.6,5
11,45,9.0,5
12,31,6.2,5
13,50,10.0,5
14,48,8.0,6
15,49,9.8,5
16,49,9.8,5
17,58,11.6,5
18,26,5.2,5
19,45,9.0,5
20,43,8.6,5
21,45,9.0,5
22,41,8.2,5
23,49,9.8,5
24,35,7.0,5
25,38,7.6,5
26,51,10.2,5
27,49,9.8,5
28,24,4.8,5
29,44,8.8,5
30,21,4.2,5
31,38,7.6,5
32,45,9.0,5
33,30,6.0,5
34,50,10.0,5
35,35,7.0,5
36,38,6.333333333333333,6
37,42,8.4,5
38,35,7.0,5
39,38,7.6,5
40,51,10.2,5
41,40,8.0,5
42,18,3.6,5
43,43,8.6,5
44,40,8.0,5
45,47,9.4,5
46,30,6.0,5
47,52,10.4,5
48,39,7.8,5
49,17,3.4,5
50,47,9.4,5
51,39,7.8,5
52,40,8.0,5
53,34,6.8,5
54,39,7.8,5
55,41,8.2,5
56,47,9.4,5
57,28,5.6,5
58,33,6.6,5
59,29,5.8,5
60,33,6.6,5
61,34,6.8,5
62,35,7.0,5
63,42,7.0,6
64,39,7.8,5
65,52,10.4,5
66,49,9.8,5
67,50,10.0,5
68,43,8.6,5
69,42,8.4,5
70,19,3.8,5
71,39,7.8,5
72,34,6.8,5
73,45,7.5,6
74,36,7.2,5
75,42,8.4,5
76,40,8.0,5
77,47,9.4,5
78,34,6.8,5
79,35,5.833333333333333,6
80,34,6.8,5
81,36,6.0,6
82,36,7.2,5
83,31,6.2,5
84,44,8.8,5
85,38,7.6,5
86,28,5.6,5
87,52,10.4,5
88,36,7.2,5
89,47,9.4,5
90,31,6.2,5
91,48,9.6,5
92,49,9.8,5
93,38,7.6,5
94,50,10.0,5
95,44,8.8,5
96,47,9.4,5
97,43,8.6,5
98,43,7.166666666666667,6
99,30,6.0,5
100,25,5.0,5
