episode,total_violations,mean_step_total_violations,n_steps
1,39,9.75,4
2,37,9.25,4
3,40,10.0,4
4,34,8.5,4
5,41,10.25,4
6,29,7.25,4
7,42,10.5,4
8,37,9.25,4
9,41,10.25,4
10,42,10.5,4
11,39,9.75,4
12,42,10.5,4
13,39,9.75,4
14,41,10.25,4
15,37,9.25,4
16,43,10.75,4
17,42,10.5,4
18,40,10.0,4
19,40,10.0,4
20,46,11.5,4
21,40,10.0,4
22,39,9.75,4
23,43,10.75,4
24,43,10.75,4
25,40,10.0,4
26,43,10.75,4
27,42,10.5,4
28,42,10.5,4
29,40,10.0,4
30,38,9.5,4
31,35,8.75,4
32,44,11.0,4
33,41,10.25,4
34,38,9.5,4
35,35,8.75,4
36,35,8.75,4
37,34,8.5,4
38,41,10.25,4
39,42,10.5,4
40,38,9.5,4
41,33,8.25,4
42,41,10.25,4
43,37,9.25,4
44,43,10.75,4
45,43,10.75,4
46,39,9.75,4
47,41,10.25,4
48,30,7.5,4
49,41,10.25,4
50,41,10.25,4
51,33,8.25,4
52,43,10.75,4
53,38,9.5,4
54,36,9.0,4
55,42,10.5,4
56,43,10.75,4
57,39,9.75,4
58,34,8.5,4
59,43,10.75,4
60,38,9.5,4
61,40,10.0,4
62,43,10.75,4
63,33,8.25,4
64,43,10.75,4
65,35,8.75,4
66,37,9.25,4
67,37,9.25,4
68,39,9.75,4
69,31,7.75,4
70,41,10.25,4
71,35,8.75,4
72,37,9.25,4
73,40,10.0,4
74,37,9.25,4
75,43,10.75,4
76,40,10.0,4
77,42,10.5,4
78,39,9.75,4
79,41,10.25,4
80,41,10.25,4
81,36,9.0,4
82,33,8.25,4
83,39,9.75,4
84,42,10.5,4
85,38,9.5,4
86,41,10.25,4
87,36,9.0,4
88,37,9.25,4
89,44,11.0,4
90,36,9.0,4
91,40,10.0,4
92,39,9.75,4
93,41,10.25,4
94,32,8.0,4
95,40,10.0,4
96,41,10.25,4
97,43,10.75,4
98,38,9.5,4
99,43,10.75,4
100,36,9.0,4
