episode,total_violations,mean_step_total_violations,n_steps
1,41,10.25,4
2,37,9.25,4
3,39,9.75,4
4,34,8.5,4
5,41,10.25,4
6,38,9.5,4
7,36,9.0,4
8,42,10.5,4
9,42,10.5,4
10,39,9.75,4
11,43,10.75,4
12,40,10.0,4
13,41,10.25,4
14,38,9.5,4
15,33,8.25,4
16,44,11.0,4
17,41,10.25,4
18,38,9.5,4
19,38,9.5,4
20,42,10.5,4
21,44,11.0,4
22,35,8.75,4
23,36,9.0,4
24,40,10.0,4
25,42,10.5,4
26,36,9.0,4
27,38,9.5,4
28,38,9.5,4
29,40,10.0,4
30,39,9.75,4
31,42,10.5,4
32,39,9.75,4
33,39,9.75,4
34,41,10.25,4
35,31,7.75,4
36,40,10.0,4
37,38,9.5,4
38,41,10.25,4
39,44,11.0,4
40,46,11.5,4
41,42,10.5,4
42,42,10.5,4
43,42,10.5,4
44,36,9.0,4
45,39,9.75,4
46,38,9.5,4
47,41,10.25,4
48,40,10.0,4
49,39,9.75,4
50,41,10.25,4
51,36,9.0,4
52,40,10.0,4
53,37,9.25,4
54,40,10.0,4
55,41,10.25,4
56,40,10.0,4
57,40,10.0,4
58,37,9.25,4
59,38,9.5,4
60,24,6.0,4
61,42,10.5,4
62,42,10.5,4
63,30,7.5,4
64,42,10.5,4
65,38,9.5,4
66,43,10.75,4
67,36,9.0,4
68,39,9.75,4
69,40,10.0,4
70,40,10.0,4
71,39,9.75,4
72,41,10.25,4
73,41,10.25,4
74,38,9.5,4
75,35,8.75,4
76,41,10.25,4
77,40,10.0,4
78,40,10.0,4
79,32,8.0,4
80,40,10.0,4
81,40,10.0,4
82,36,9.0,4
83,41,10.25,4
84,33,8.25,4
85,40,10.0,4
86,40,10.0,4
87,36,9.0,4
88,40,10.0,4
89,39,9.75,4
90,37,9.25,4
91,41,10.25,4
92,37,9.25,4
93,42,10.5,4
94,43,10.75,4
95,39,9.75,4
96,37,9.25,4
97,39,9.75,4
98,34,8.5,4
99,36,9.0,4
100,43,10.75,4
