episode,total_violations,mean_step_total_violations,n_steps
1,35,8.75,4
2,44,11.0,4
3,38,9.5,4
4,43,10.75,4
5,40,10.0,4
6,45,11.25,4
7,40,10.0,4
8,40,10.0,4
9,37,9.25,4
10,41,10.25,4
11,42,10.5,4
12,42,10.5,4
13,41,10.25,4
14,41,10.25,4
15,37,9.25,4
16,39,9.75,4
17,38,9.5,4
18,44,11.0,4
19,43,10.75,4
20,38,9.5,4
21,42,10.5,4
22,43,10.75,4
23,43,10.75,4
24,38,9.5,4
25,29,7.25,4
26,40,10.0,4
27,40,10.0,4
28,42,10.5,4
29,39,9.75,4
30,39,9.75,4
31,37,9.25,4
32,43,10.75,4
33,41,10.25,4
34,40,10.0,4
35,44,11.0,4
36,39,9.75,4
37,41,10.25,4
38,39,9.75,4
39,41,10.25,4
40,42,10.5,4
41,45,11.25,4
42,42,10.5,4
43,37,9.25,4
44,42,10.5,4
45,36,9.0,4
46,42,10.5,4
47,46,11.5,4
48,44,11.0,4
49,41,10.25,4
50,41,10.25,4
51,40,10.0,4
52,33,8.25,4
53,45,11.25,4
54,43,10.75,4
55,39,9.75,4
56,43,10.75,4
57,36,9.0,4
58,43,10.75,4
59,46,11.5,4
60,38,9.5,4
61,37,9.25,4
62,41,10.25,4
63,43,10.75,4
64,38,9.5,4
65,42,10.5,4
66,41,10.25,4
67,43,10.75,4
68,41,10.25,4
69,40,10.0,4
70,37,9.25,4
71,40,10.0,4
72,43,10.75,4
73,42,10.5,4
74,35,8.75,4
75,41,10.25,4
76,39,9.75,4
77,40,10.0,4
78,41,10.25,4
79,38,9.5,4
80,44,11.0,4
81,43,10.75,4
82,38,9.5,4
83,43,10.75,4
84,41,10.25,4
85,34,8.5,4
86,37,9.25,4
87,37,9.25,4
88,39,9.75,4
89,44,11.0,4
90,37,9.25,4
91,38,9.5,4
92,42,10.5,4
93,41,10.25,4
94,34,8.5,4
95,41,10.25,4
96,41,10.25,4
97,40,10.0,4
98,39,9.75,4
99,37,9.25,4
100,42,10.5,4
