episode,total_violations,mean_step_total_violations,n_steps
1,35,5.833333333333333,6
2,35,5.833333333333333,6
3,23,3.8333333333333335,6
4,34,5.666666666666667,6
5,44,7.333333333333333,6
6,29,4.142857142857143,7
7,32,5.333333333333333,6
8,43,7.166666666666667,6
9,36,6.0,6
10,30,6.0,5
11,31,5.166666666666667,6
12,37,7.4,5
13,42,7.0,6
14,48,8.0,6
15,36,6.0,6
16,24,4.0,6
17,24,4.0,6
18,36,7.2,5
19,49,8.166666666666666,6
20,43,7.166666666666667,6
21,20,4.0,5
22,24,4.0,6
23,43,8.6,5
24,23,3.8333333333333335,6
25,48,8.0,6
26,38,6.333333333333333,6
27,38,7.6,5
28,40,6.666666666666667,6
29,43,7.166666666666667,6
30,34,5.666666666666667,6
31,27,4.5,6
32,21,3.5,6
33,35,7.0,5
34,47,7.833333333333333,6
35,37,7.4,5
36,43,8.6,5
37,41,6.833333333333333,6
38,36,7.2,5
39,40,6.666666666666667,6
40,38,6.333333333333333,6
41,33,5.5,6
42,41,8.2,5
43,29,4.833333333333333,6
44,27,4.5,6
45,33,6.6,5
46,30,5.0,6
47,40,8.0,5
48,30,6.0,5
49,37,6.166666666666667,6
50,29,4.833333333333333,6
51,22,4.4,5
52,42,7.0,6
53,41,6.833333333333333,6
54,42,7.0,6
55,23,4.6,5
56,42,7.0,6
57,15,2.5,6
58,37,7.4,5
59,41,6.833333333333333,6
60,36,6.0,6
61,31,5.166666666666667,6
62,41,8.2,5
63,34,5.666666666666667,6
64,35,5.833333333333333,6
65,40,6.666666666666667,6
66,47,7.833333333333333,6
67,32,5.333333333333333,6
68,32,6.4,5
69,25,4.166666666666667,6
70,31,5.166666666666667,6
71,31,5.166666666666667,6
72,32,5.333333333333333,6
73,36,6.0,6
74,33,5.5,6
75,34,5.666666666666667,6
76,41,6.833333333333333,6
77,26,5.2,5
78,33,5.5,6
79,45,7.5,6
80,28,4.666666666666667,6
81,29,5.8,5
82,35,7.0,5
83,49,8.166666666666666,6
84,24,4.0,6
85,22,3.6666666666666665,6
86,45,7.5,6
87,42,7.0,6
88,39,6.5,6
89,19,3.1666666666666665,6
90,31,5.166666666666667,6
91,34,5.666666666666667,6
92,36,6.0,6
93,45,7.5,6
94,34,6.8,5
95,28,5.6,5
96,29,5.8,5
97,29,5.8,5
98,44,7.333333333333333,6
99,33,5.5,6
100,40,6.666666666666667,6
