episode,total_violations,mean_step_total_violations,n_steps
1,30,5.0,6
2,42,8.4,5
3,43,7.166666666666667,6
4,36,6.0,6
5,55,9.166666666666666,6
6,34,5.666666666666667,6
7,35,5.833333333333333,6
8,43,7.166666666666667,6
9,41,6.833333333333333,6
10,41,6.833333333333333,6
11,46,7.666666666666667,6
12,35,5.833333333333333,6
13,55,9.166666666666666,6
14,38,6.333333333333333,6
15,38,6.333333333333333,6
16,42,7.0,6
17,41,6.833333333333333,6
18,34,5.666666666666667,6
19,50,8.333333333333334,6
20,43,7.166666666666667,6
21,44,7.333333333333333,6
22,30,6.0,5
23,41,6.833333333333333,6
24,46,7.666666666666667,6
25,36,7.2,5
26,41,6.833333333333333,6
27,39,7.8,5
28,42,7.0,6
29,48,8.0,6
30,36,6.0,6
31,35,5.833333333333333,6
32,41,8.2,5
33,36,7.2,5
34,46,9.2,5
35,46,7.666666666666667,6
36,39,6.5,6
37,40,6.666666666666667,6
38,30,5.0,6
39,39,7.8,5
40,31,6.2,5
41,33,6.6,5
42,44,7.333333333333333,6
43,41,8.2,5
44,39,6.5,6
45,34,5.666666666666667,6
46,46,7.666666666666667,6
47,38,6.333333333333333,6
48,37,7.4,5
49,37,6.166666666666667,6
50,40,6.666666666666667,6
51,38,7.6,5
52,46,7.666666666666667,6
53,30,5.0,6
54,47,7.833333333333333,6
55,34,5.666666666666667,6
56,47,7.833333333333333,6
57,56,9.333333333333334,6
58,32,5.333333333333333,6
59,36,6.0,6
60,35,5.833333333333333,6
61,45,9.0,5
62,41,6.833333333333333,6
63,35,5.833333333333333,6
64,49,8.166666666666666,6
65,44,7.333333333333333,6
66,50,8.333333333333334,6
67,39,6.5,6
68,46,7.666666666666667,6
69,34,4.857142857142857,7
70,42,7.0,6
71,38,6.333333333333333,6
72,35,7.0,5
73,37,6.166666666666667,6
74,47,7.833333333333333,6
75,34,6.8,5
76,51,8.5,6
77,37,7.4,5
78,40,6.666666666666667,6
79,36,6.0,6
80,36,6.0,6
81,31,5.166666666666667,6
82,39,7.8,5
83,35,5.833333333333333,6
84,37,6.166666666666667,6
85,43,8.6,5
86,37,7.4,5
87,42,7.0,6
88,37,6.166666666666667,6
89,33,5.5,6
90,44,7.333333333333333,6
91,50,8.333333333333334,6
92,35,5.833333333333333,6
93,36,6.0,6
94,27,4.5,6
95,39,7.8,5
96,45,7.5,6
97,45,9.0,5
98,44,7.333333333333333,6
99,40,8.0,5
100,55,9.166666666666666,6
