iteration,agents_changed,n_changed,ergodic,J,rho_wf0,lambda_obs_wf0,rho_wf1,lambda_obs_wf1,u_node0,r_s0,r_s1
1,[],0,True,45.8333,0.9167,417.9191,0.9167,519.3257,91.67,1,1
