,t0(s0),t1(s1),t2(s2),t3(s3),t4(s4),t5(s5),t6(s6),t7(s7)
t0(s0),0.0,0.4094711379956923,0.9869419086678282,0.34199342716711906,0.19440797406181898,0.0,0.1944079740618189,0.0
t1(s1),0.4094711379956923,0.0,0.34199342716719616,0.6449755226529241,0.6490332669224185,0.4287239338958903,0.649033266922418,0.42872393389589025
t2(s2),0.9869419086678282,0.34199342716719616,0.0,0.40947113799577994,0.19440797406186097,0.0,0.1944079740618609,0.0
t3(s3),0.34199342716711906,0.6449755226529241,0.40947113799577994,0.0,0.6490332669224199,0.4287239338958924,0.6490332669224196,0.4287239338958923
t4(s4),0.19440797406181898,0.6490332669224185,0.19440797406186097,0.6490332669224199,0.0,0.8456980263488747,0.6563308793887969,0.7219903040696292
t5(s5),0.0,0.4287239338958903,0.0,0.4287239338958924,0.8456980263488747,0.0,0.7219903040696292,0.9552159915926703
t6(s6),0.1944079740618189,0.649033266922418,0.1944079740618609,0.6490332669224196,0.6563308793887969,0.7219903040696292,0.0,0.8456980263488746
t7(s7),0.0,0.42872393389589025,0.0,0.4287239338958923,0.7219903040696292,0.9552159915926703,0.8456980263488746,0.0
