,D_wf0/λ,D_wf1/λ,D_wf2/λ,D_wf3/λ,u_node0,u_node1,u_node2
t0(s0),0.0,0.14285714285714285,0.0,0.0,0.14809634809634814,0.05102040816326522,0.0
t1(s1),0.3,0.30612244897959184,0.30612244897959184,0.30612244897959184,0.0,0.20873427091043667,0.21645021645021642
t2(s2),0.14285714285714285,0.0,0.0,0.0,0.14809634809634814,0.05102040816326522,0.0
t3(s3),0.30612244897959184,0.3,0.30612244897959184,0.30612244897959184,0.0,0.20873427091043667,0.21645021645021642
t4(s4),0.30612244897959184,0.30612244897959184,0.3,0.30612244897959184,0.0,0.20873427091043667,0.0577200577200577
t5(s5),0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.048717948717948684
t6(s6),0.30612244897959184,0.30612244897959184,0.30612244897959184,0.3,0.0,0.20873427091043667,0.0577200577200577
t7(s7),0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.048717948717948684
