episode,total_violations,mean_step_total_violations,n_steps
1,57,4.071428571428571,14
2,22,1.1578947368421053,19
3,30,1.7647058823529411,17
4,32,1.8823529411764706,17
5,53,3.3125,16
6,29,1.45,20
7,42,2.210526315789474,19
8,15,0.6818181818181818,22
9,44,3.142857142857143,14
10,35,1.9444444444444444,18
11,50,2.7777777777777777,18
12,42,3.0,14
13,38,2.111111111111111,18
14,59,3.2777777777777777,18
15,43,2.388888888888889,18
16,38,2.111111111111111,18
17,30,1.4285714285714286,21
18,73,4.866666666666666,15
19,35,2.1875,16
20,37,2.466666666666667,15
21,35,2.5,14
22,37,2.0555555555555554,18
23,40,2.3529411764705883,17
24,24,1.2,20
25,17,0.9444444444444444,18
26,15,0.9375,16
27,38,2.235294117647059,17
28,34,2.0,17
29,23,1.2105263157894737,19
30,36,2.4,15
31,32,2.1333333333333333,15
32,30,1.6666666666666667,18
33,33,2.0625,16
34,36,2.25,16
35,41,2.2777777777777777,18
36,20,1.0526315789473684,19
37,29,1.7058823529411764,17
38,43,3.0714285714285716,14
39,47,2.473684210526316,19
40,40,2.3529411764705883,17
41,29,1.8125,16
42,67,5.153846153846154,13
43,26,1.4444444444444444,18
44,27,1.4210526315789473,19
45,21,0.9130434782608695,23
46,31,1.7222222222222223,18
47,25,1.5625,16
48,65,4.0625,16
49,65,4.333333333333333,15
50,35,1.8421052631578947,19
51,21,1.3125,16
52,66,4.125,16
53,34,2.4285714285714284,14
54,20,1.25,16
55,17,0.9444444444444444,18
56,53,2.9444444444444446,18
57,3,0.17647058823529413,17
58,38,2.533333333333333,15
59,22,1.2941176470588236,17
60,31,1.631578947368421,19
61,24,1.411764705882353,17
62,7,0.3684210526315789,19
63,41,2.5625,16
64,23,1.4375,16
65,62,4.428571428571429,14
66,31,1.7222222222222223,18
67,38,2.375,16
68,47,3.1333333333333333,15
69,41,2.5625,16
70,51,3.1875,16
71,25,1.3888888888888888,18
72,49,2.8823529411764706,17
73,37,2.8461538461538463,13
74,32,1.8823529411764706,17
75,24,1.411764705882353,17
76,48,2.823529411764706,17
77,24,1.1428571428571428,21
78,33,2.0625,16
79,49,2.3333333333333335,21
80,28,1.4736842105263157,19
81,17,0.8095238095238095,21
82,19,1.1176470588235294,17
83,43,2.6875,16
84,48,3.2,15
85,28,1.4736842105263157,19
86,20,0.9523809523809523,21
87,18,1.125,16
88,30,1.5789473684210527,19
89,54,3.6,15
90,61,3.8125,16
91,20,1.1764705882352942,17
92,37,2.0555555555555554,18
93,13,0.65,20
94,53,3.3125,16
95,44,2.588235294117647,17
96,13,0.8125,16
97,14,0.875,16
98,33,1.736842105263158,19
99,27,1.5,18
100,25,1.3157894736842106,19
