2026-05-02T10:03:17.258306Z,generate_tig_start,474546176,422128451584,17179869184,5004443648
2026-05-02T10:03:17.258848Z,delta_start,474546176,422128451584,17179869184,5004460032
2026-05-02T10:03:18.645167Z,after_prepare_from_observations,486047744,422130384896,17179869184,5051056128
2026-05-02T10:03:18.647963Z,before_process_pool,486064128,422130384896,17179869184,5048139776
2026-05-02T10:03:44.658789Z,after_process_pool,486047744,422127517696,17179869184,4915314688
2026-05-02T10:03:44.659475Z,delta_end,486047744,422127517696,17179869184,4915314688
2026-05-02T10:03:44.659744Z,after_delta,486047744,422127517696,17179869184,4915314688
2026-05-02T10:03:44.857260Z,after_persist_tig,560611328,422136201216,17179869184,5587402752
2026-05-02T12:34:50.142397Z,generate_tig_start,482918400,422389825536,17179869184,3858071552
2026-05-02T12:34:50.143134Z,delta_start,482951168,422389825536,17179869184,3858104320
2026-05-02T12:35:56.662244Z,generate_tig_start,467091456,421995085824,17179869184,3912810496
2026-05-02T12:35:56.662858Z,delta_start,467124224,421995085824,17179869184,3912843264
2026-05-02T12:35:56.676871Z,after_prepare_from_observations,467877888,421995347968,17179869184,3905732608
2026-05-02T12:35:56.677486Z,before_queries,467877888,421995347968,17179869184,3905732608
2026-05-02T12:36:48.300781Z,after_queries,410943488,421991907328,17179869184,3737010176
2026-05-02T12:36:48.303000Z,delta_end,410943488,421991907328,17179869184,3737026560
2026-05-02T12:36:48.303151Z,after_delta,410976256,421991907328,17179869184,3737026560
2026-05-02T12:36:48.518930Z,after_persist_tig,508411904,422005129216,17179869184,3670441984
