episode,total_violations,mean_step_total_violations,n_steps
1,38,2.235294117647059,17
2,10,0.43478260869565216,23
3,17,1.0,17
4,29,1.6111111111111112,18
5,28,1.6470588235294117,17
6,26,1.625,16
7,17,1.0,17
8,10,0.5882352941176471,17
9,31,1.7222222222222223,18
10,25,1.4705882352941178,17
11,22,1.1578947368421053,19
12,27,1.588235294117647,17
13,36,2.4,15
14,23,1.2777777777777777,18
15,16,0.7272727272727273,22
16,25,1.3157894736842106,19
17,30,2.0,15
18,32,2.1333333333333333,15
19,42,2.4705882352941178,17
20,46,3.2857142857142856,14
21,47,2.764705882352941,17
22,30,1.5789473684210527,19
23,9,0.5294117647058824,17
24,36,2.4,15
25,16,0.8,20
26,26,1.5294117647058822,17
27,12,0.7058823529411765,17
28,16,0.8888888888888888,18
29,28,1.4,20
30,28,1.5555555555555556,18
31,16,0.9411764705882353,17
32,28,1.8666666666666667,15
33,35,2.0588235294117645,17
34,23,1.3529411764705883,17
35,29,1.6111111111111112,18
36,19,1.0555555555555556,18
37,18,0.9,20
38,28,1.6470588235294117,17
39,14,0.8235294117647058,17
40,43,2.6875,16
41,29,1.5263157894736843,19
42,20,1.1111111111111112,18
43,12,0.631578947368421,19
44,61,5.083333333333333,12
45,30,1.7647058823529411,17
46,29,2.0714285714285716,14
47,38,2.235294117647059,17
48,31,1.8235294117647058,17
49,18,1.0,18
50,24,1.411764705882353,17
51,47,2.764705882352941,17
52,20,1.0526315789473684,19
53,45,2.8125,16
54,14,0.7368421052631579,19
55,54,3.857142857142857,14
56,26,1.368421052631579,19
57,48,2.823529411764706,17
58,18,0.9,20
59,20,1.0526315789473684,19
60,25,1.4705882352941178,17
61,36,2.25,16
62,18,1.125,16
63,19,0.95,20
64,24,1.411764705882353,17
65,22,1.375,16
66,57,4.071428571428571,14
67,36,2.1176470588235294,17
68,21,1.1666666666666667,18
69,19,1.1875,16
70,21,1.05,20
71,17,0.85,20
72,23,1.3529411764705883,17
73,12,0.6,20
74,63,4.2,15
75,31,1.9375,16
76,49,3.0625,16
77,27,1.5,18
78,50,3.125,16
79,39,2.0526315789473686,19
80,38,2.111111111111111,18
81,40,2.5,16
82,6,0.3,20
83,34,2.2666666666666666,15
84,24,1.5,16
85,18,1.0588235294117647,17
86,18,1.0,18
87,42,2.8,15
88,28,1.3333333333333333,21
89,49,3.0625,16
90,20,1.0,20
91,51,3.1875,16
92,56,3.7333333333333334,15
93,44,3.142857142857143,14
94,28,1.6470588235294117,17
95,44,2.588235294117647,17
96,36,2.25,16
97,35,2.1875,16
98,27,1.588235294117647,17
99,28,1.4,20
100,24,1.5,16
