episode,total_violations,mean_step_total_violations,n_steps
1,45,11.25,4
2,37,9.25,4
3,40,10.0,4
4,38,9.5,4
5,44,11.0,4
6,37,9.25,4
7,40,10.0,4
8,44,11.0,4
9,42,10.5,4
10,36,9.0,4
11,40,10.0,4
12,41,10.25,4
13,40,10.0,4
14,40,10.0,4
15,40,10.0,4
16,38,9.5,4
17,41,10.25,4
18,43,10.75,4
19,43,10.75,4
20,36,9.0,4
21,39,9.75,4
22,35,8.75,4
23,32,8.0,4
24,39,9.75,4
25,42,10.5,4
26,40,10.0,4
27,48,9.6,5
28,42,10.5,4
29,39,9.75,4
30,35,8.75,4
31,36,9.0,4
32,37,9.25,4
33,38,9.5,4
34,35,8.75,4
35,33,8.25,4
36,29,7.25,4
37,40,10.0,4
38,41,10.25,4
39,41,10.25,4
40,39,9.75,4
41,35,8.75,4
42,39,9.75,4
43,33,8.25,4
44,38,9.5,4
45,31,7.75,4
46,41,10.25,4
47,42,10.5,4
48,40,10.0,4
49,38,9.5,4
50,39,9.75,4
51,33,8.25,4
52,43,10.75,4
53,44,11.0,4
54,40,10.0,4
55,40,10.0,4
56,36,9.0,4
57,30,7.5,4
58,35,8.75,4
59,34,8.5,4
60,40,10.0,4
61,41,10.25,4
62,37,9.25,4
63,40,10.0,4
64,42,10.5,4
65,40,10.0,4
66,36,9.0,4
67,34,8.5,4
68,37,9.25,4
69,41,10.25,4
70,41,10.25,4
71,39,9.75,4
72,41,10.25,4
73,33,8.25,4
74,35,8.75,4
75,43,10.75,4
76,39,9.75,4
77,39,9.75,4
78,41,10.25,4
79,39,9.75,4
80,35,8.75,4
81,38,9.5,4
82,39,9.75,4
83,44,11.0,4
84,41,10.25,4
85,40,10.0,4
86,42,10.5,4
87,40,10.0,4
88,38,9.5,4
89,41,10.25,4
90,39,9.75,4
91,38,9.5,4
92,39,9.75,4
93,41,10.25,4
94,37,9.25,4
95,36,9.0,4
96,43,10.75,4
97,37,9.25,4
98,42,10.5,4
99,44,11.0,4
100,40,10.0,4
