episode,total_violations,mean_step_total_violations,n_steps
1,38,9.5,4
2,35,8.75,4
3,44,11.0,4
4,39,9.75,4
5,36,9.0,4
6,36,9.0,4
7,38,9.5,4
8,35,8.75,4
9,39,9.75,4
10,40,10.0,4
11,41,10.25,4
12,38,9.5,4
13,37,9.25,4
14,37,9.25,4
15,35,8.75,4
16,38,9.5,4
17,42,10.5,4
18,41,10.25,4
19,43,10.75,4
20,35,8.75,4
21,35,8.75,4
22,41,10.25,4
23,25,6.25,4
24,34,8.5,4
25,34,8.5,4
26,32,8.0,4
27,33,8.25,4
28,40,10.0,4
29,35,8.75,4
30,31,7.75,4
31,34,8.5,4
32,37,9.25,4
33,28,7.0,4
34,31,7.75,4
35,36,9.0,4
36,40,10.0,4
37,37,9.25,4
38,36,9.0,4
39,38,9.5,4
40,43,10.75,4
41,41,10.25,4
42,41,10.25,4
43,38,9.5,4
44,38,9.5,4
45,41,10.25,4
46,32,8.0,4
47,42,10.5,4
48,38,9.5,4
49,41,10.25,4
50,38,9.5,4
51,42,10.5,4
52,38,9.5,4
53,35,8.75,4
54,39,9.75,4
55,30,7.5,4
56,35,8.75,4
57,40,10.0,4
58,40,10.0,4
59,35,8.75,4
60,46,11.5,4
61,35,8.75,4
62,41,10.25,4
63,35,8.75,4
64,31,7.75,4
65,33,8.25,4
66,37,9.25,4
67,42,10.5,4
68,34,8.5,4
69,37,9.25,4
70,39,9.75,4
71,34,8.5,4
72,42,10.5,4
73,40,10.0,4
74,35,8.75,4
75,31,7.75,4
76,41,10.25,4
77,36,9.0,4
78,41,10.25,4
79,24,6.0,4
80,42,10.5,4
81,37,9.25,4
82,39,9.75,4
83,35,8.75,4
84,39,9.75,4
85,40,10.0,4
86,40,10.0,4
87,40,10.0,4
88,37,9.25,4
89,38,9.5,4
90,38,9.5,4
91,35,8.75,4
92,35,8.75,4
93,28,7.0,4
94,41,10.25,4
95,40,10.0,4
96,33,8.25,4
97,32,8.0,4
98,30,7.5,4
99,40,10.0,4
100,35,8.75,4
