episode,total_violations,mean_step_total_violations,n_steps
1,42,10.5,4
2,35,8.75,4
3,41,10.25,4
4,39,9.75,4
5,39,9.75,4
6,34,8.5,4
7,41,10.25,4
8,38,9.5,4
9,41,10.25,4
10,44,11.0,4
11,40,10.0,4
12,41,10.25,4
13,39,9.75,4
14,34,8.5,4
15,40,10.0,4
16,37,9.25,4
17,39,9.75,4
18,32,8.0,4
19,40,10.0,4
20,39,9.75,4
21,35,8.75,4
22,32,8.0,4
23,38,9.5,4
24,39,9.75,4
25,35,8.75,4
26,36,9.0,4
27,40,10.0,4
28,40,10.0,4
29,41,10.25,4
30,34,8.5,4
31,40,10.0,4
32,30,7.5,4
33,32,8.0,4
34,36,9.0,4
35,34,8.5,4
36,41,10.25,4
37,34,8.5,4
38,37,9.25,4
39,43,10.75,4
40,34,8.5,4
41,38,9.5,4
42,42,10.5,4
43,38,9.5,4
44,37,9.25,4
45,34,8.5,4
46,42,10.5,4
47,36,9.0,4
48,39,9.75,4
49,43,10.75,4
50,35,8.75,4
51,42,10.5,4
52,31,7.75,4
53,38,9.5,4
54,40,10.0,4
55,42,10.5,4
56,42,10.5,4
57,44,11.0,4
58,39,9.75,4
59,40,10.0,4
60,37,9.25,4
61,39,9.75,4
62,41,10.25,4
63,43,10.75,4
64,36,9.0,4
65,40,10.0,4
66,34,8.5,4
67,38,9.5,4
68,41,10.25,4
69,42,10.5,4
70,40,10.0,4
71,41,10.25,4
72,35,8.75,4
73,40,10.0,4
74,43,10.75,4
75,40,10.0,4
76,39,9.75,4
77,42,10.5,4
78,33,8.25,4
79,41,10.25,4
80,37,9.25,4
81,43,10.75,4
82,38,9.5,4
83,39,9.75,4
84,35,8.75,4
85,38,9.5,4
86,38,9.5,4
87,41,10.25,4
88,36,9.0,4
89,44,11.0,4
90,41,10.25,4
91,41,10.25,4
92,39,9.75,4
93,38,9.5,4
94,38,9.5,4
95,36,9.0,4
96,40,10.0,4
97,37,9.25,4
98,39,9.75,4
99,42,10.5,4
100,39,9.75,4
