episode,total_violations,mean_step_total_violations,n_steps
1,45,11.25,4
2,42,10.5,4
3,40,10.0,4
4,38,9.5,4
5,40,10.0,4
6,39,9.75,4
7,40,10.0,4
8,36,9.0,4
9,40,10.0,4
10,40,10.0,4
11,38,9.5,4
12,41,10.25,4
13,42,10.5,4
14,39,9.75,4
15,38,9.5,4
16,44,11.0,4
17,42,10.5,4
18,35,8.75,4
19,38,9.5,4
20,43,10.75,4
21,42,10.5,4
22,40,10.0,4
23,34,8.5,4
24,40,10.0,4
25,42,10.5,4
26,40,10.0,4
27,42,10.5,4
28,40,10.0,4
29,37,9.25,4
30,39,9.75,4
31,42,10.5,4
32,39,9.75,4
33,40,10.0,4
34,36,9.0,4
35,39,9.75,4
36,47,11.75,4
37,42,10.5,4
38,43,10.75,4
39,39,9.75,4
40,40,10.0,4
41,38,9.5,4
42,41,10.25,4
43,45,11.25,4
44,37,9.25,4
45,38,9.5,4
46,43,10.75,4
47,41,10.25,4
48,43,10.75,4
49,38,9.5,4
50,39,9.75,4
51,42,10.5,4
52,43,10.75,4
53,46,11.5,4
54,31,7.75,4
55,45,11.25,4
56,41,10.25,4
57,39,9.75,4
58,41,10.25,4
59,42,10.5,4
60,37,9.25,4
61,40,10.0,4
62,41,10.25,4
63,43,10.75,4
64,44,11.0,4
65,42,10.5,4
66,40,10.0,4
67,36,9.0,4
68,35,8.75,4
69,38,9.5,4
70,34,8.5,4
71,40,10.0,4
72,34,8.5,4
73,37,9.25,4
74,40,10.0,4
75,38,9.5,4
76,40,10.0,4
77,31,7.75,4
78,33,8.25,4
79,38,9.5,4
80,39,9.75,4
81,35,8.75,4
82,38,9.5,4
83,43,10.75,4
84,43,10.75,4
85,38,9.5,4
86,41,10.25,4
87,35,8.75,4
88,35,8.75,4
89,33,8.25,4
90,38,9.5,4
91,34,8.5,4
92,38,9.5,4
93,37,9.25,4
94,41,10.25,4
95,40,10.0,4
96,36,9.0,4
97,40,10.0,4
98,40,10.0,4
99,41,10.25,4
100,37,9.25,4
