episode,total_violations,mean_step_total_violations,n_steps
1,30,7.5,4
2,49,9.8,5
3,38,9.5,4
4,39,9.75,4
5,37,9.25,4
6,30,7.5,4
7,38,9.5,4
8,50,10.0,5
9,37,9.25,4
10,41,10.25,4
11,41,10.25,4
12,32,8.0,4
13,33,8.25,4
14,40,10.0,4
15,37,9.25,4
16,37,9.25,4
17,45,9.0,5
18,42,10.5,4
19,49,9.8,5
20,41,10.25,4
21,35,8.75,4
22,42,8.4,5
23,38,9.5,4
24,33,8.25,4
25,42,10.5,4
26,41,10.25,4
27,42,10.5,4
28,38,9.5,4
29,34,8.5,4
30,51,10.2,5
31,43,8.6,5
32,34,8.5,4
33,27,6.75,4
34,28,7.0,4
35,32,8.0,4
36,36,9.0,4
37,34,8.5,4
38,35,8.75,4
39,47,9.4,5
40,44,11.0,4
41,42,10.5,4
42,36,9.0,4
43,30,7.5,4
44,38,9.5,4
45,37,9.25,4
46,41,10.25,4
47,35,8.75,4
48,31,7.75,4
49,39,7.8,5
50,30,7.5,4
51,36,9.0,4
52,42,10.5,4
53,37,9.25,4
54,39,9.75,4
55,39,9.75,4
56,35,8.75,4
57,43,8.6,5
58,40,10.0,4
59,38,9.5,4
60,35,8.75,4
61,39,9.75,4
62,40,10.0,4
63,42,10.5,4
64,35,8.75,4
65,37,9.25,4
66,35,8.75,4
67,32,8.0,4
68,42,10.5,4
69,35,8.75,4
70,41,10.25,4
71,42,10.5,4
72,36,9.0,4
73,36,9.0,4
74,33,8.25,4
75,33,8.25,4
76,34,8.5,4
77,31,7.75,4
78,31,7.75,4
79,33,8.25,4
80,45,9.0,5
81,43,8.6,5
82,37,9.25,4
83,43,10.75,4
84,38,9.5,4
85,33,8.25,4
86,42,10.5,4
87,29,7.25,4
88,53,10.6,5
89,35,8.75,4
90,33,8.25,4
91,43,10.75,4
92,35,8.75,4
93,34,8.5,4
94,34,8.5,4
95,38,9.5,4
96,48,9.6,5
97,23,5.75,4
98,40,8.0,5
99,37,9.25,4
100,36,9.0,4
