episode,total_violations,mean_step_total_violations,n_steps
1,38,9.5,4
2,47,9.4,5
3,43,8.6,5
4,57,11.4,5
5,45,9.0,5
6,46,9.2,5
7,49,9.8,5
8,35,8.75,4
9,50,10.0,5
10,38,7.6,5
11,37,9.25,4
12,37,9.25,4
13,41,10.25,4
14,37,7.4,5
15,44,8.8,5
16,42,8.4,5
17,36,9.0,4
18,45,9.0,5
19,41,8.2,5
20,36,9.0,4
21,55,11.0,5
22,52,10.4,5
23,35,8.75,4
24,53,10.6,5
25,48,9.6,5
26,44,8.8,5
27,32,8.0,4
28,55,11.0,5
29,47,9.4,5
30,47,9.4,5
31,46,9.2,5
32,50,10.0,5
33,50,10.0,5
34,50,10.0,5
35,50,10.0,5
36,53,10.6,5
37,47,9.4,5
38,47,9.4,5
39,54,10.8,5
40,38,9.5,4
41,39,9.75,4
42,33,6.6,5
43,37,9.25,4
44,33,8.25,4
45,49,9.8,5
46,51,10.2,5
47,37,7.4,5
48,46,9.2,5
49,33,6.6,5
50,34,8.5,4
51,21,4.2,5
52,54,10.8,5
53,37,9.25,4
54,38,7.6,5
55,42,8.4,5
56,35,8.75,4
57,52,10.4,5
58,38,7.6,5
59,41,8.2,5
60,39,9.75,4
61,53,10.6,5
62,49,9.8,5
63,39,9.75,4
64,39,9.75,4
65,47,9.4,5
66,35,8.75,4
67,39,7.8,5
68,36,9.0,4
69,50,10.0,5
70,49,9.8,5
71,51,10.2,5
72,30,6.0,5
73,55,11.0,5
74,48,9.6,5
75,36,7.2,5
76,50,10.0,5
77,54,10.8,5
78,46,9.2,5
79,49,9.8,5
80,59,11.8,5
81,41,10.25,4
82,38,9.5,4
83,41,8.2,5
84,52,10.4,5
85,39,9.75,4
86,44,8.8,5
87,32,8.0,4
88,53,10.6,5
89,43,10.75,4
90,44,8.8,5
91,43,8.6,5
92,43,8.6,5
93,32,8.0,4
94,41,8.2,5
95,43,10.75,4
96,39,9.75,4
97,41,10.25,4
98,37,9.25,4
99,40,8.0,5
100,50,10.0,5
