episode,total_violations,mean_step_total_violations,n_steps
1,48,9.6,5
2,54,10.8,5
3,39,7.8,5
4,35,8.75,4
5,40,10.0,4
6,41,10.25,4
7,50,10.0,5
8,52,10.4,5
9,52,10.4,5
10,50,10.0,5
11,46,9.2,5
12,40,8.0,5
13,53,10.6,5
14,40,10.0,4
15,36,7.2,5
16,56,11.2,5
17,35,7.0,5
18,38,9.5,4
19,39,9.75,4
20,51,10.2,5
21,37,9.25,4
22,36,9.0,4
23,34,8.5,4
24,57,11.4,5
25,52,10.4,5
26,38,9.5,4
27,55,11.0,5
28,49,9.8,5
29,48,9.6,5
30,58,11.6,5
31,35,8.75,4
32,40,8.0,5
33,54,10.8,5
34,46,9.2,5
35,53,10.6,5
36,49,9.8,5
37,38,7.6,5
38,36,7.2,5
39,50,10.0,5
40,48,9.6,5
41,52,10.4,5
42,38,7.6,5
43,54,10.8,5
44,53,10.6,5
45,32,8.0,4
46,47,9.4,5
47,56,11.2,5
48,41,10.25,4
49,50,10.0,5
50,44,8.8,5
51,45,11.25,4
52,58,11.6,5
53,48,9.6,5
54,51,10.2,5
55,55,11.0,5
56,34,8.5,4
57,39,9.75,4
58,35,8.75,4
59,43,8.6,5
60,43,10.75,4
61,47,9.4,5
62,34,8.5,4
63,47,9.4,5
64,55,11.0,5
65,47,9.4,5
66,47,9.4,5
67,51,10.2,5
68,39,9.75,4
69,52,10.4,5
70,40,10.0,4
71,45,9.0,5
72,53,10.6,5
73,37,9.25,4
74,53,10.6,5
75,55,11.0,5
76,46,9.2,5
77,53,10.6,5
78,49,9.8,5
79,37,9.25,4
80,53,10.6,5
81,54,10.8,5
82,43,8.6,5
83,40,10.0,4
84,53,10.6,5
85,50,10.0,5
86,40,8.0,5
87,47,9.4,5
88,51,10.2,5
89,41,8.2,5
90,41,8.2,5
91,35,8.75,4
92,42,8.4,5
93,50,10.0,5
94,57,11.4,5
95,53,10.6,5
96,31,7.75,4
97,26,6.5,4
98,48,9.6,5
99,22,4.4,5
100,57,11.4,5
