s0_avg_latency,s0_arrival_rate,s0_departure_rate,s0_avg_throughput,s0_avg_queue_size,s0_avg_threads,s1_avg_latency,s1_arrival_rate,s1_departure_rate,s1_avg_throughput,s1_avg_queue_size,s1_avg_threads,s2_avg_latency,s2_arrival_rate,s2_departure_rate,s2_avg_throughput,s2_avg_queue_size,s2_avg_threads,s3_avg_latency,s3_arrival_rate,s3_departure_rate,s3_avg_throughput,s3_avg_queue_size,s3_avg_threads,s4_avg_latency,s4_arrival_rate,s4_departure_rate,s4_avg_throughput,s4_avg_queue_size,s4_avg_threads,s5_avg_latency,s5_arrival_rate,s5_departure_rate,s5_avg_throughput,s5_avg_queue_size,s5_avg_threads,s6_avg_latency,s6_arrival_rate,s6_departure_rate,s6_avg_throughput,s6_avg_queue_size,s6_avg_threads,s7_avg_latency,s7_arrival_rate,s7_departure_rate,s7_avg_throughput,s7_avg_queue_size,s7_avg_threads,s8_avg_latency,s8_arrival_rate,s8_departure_rate,s8_avg_throughput,s8_avg_queue_size,s8_avg_threads,s9_avg_latency,s9_arrival_rate,s9_departure_rate,s9_avg_throughput,s9_avg_queue_size,s9_avg_threads,s10_avg_latency,s10_arrival_rate,s10_departure_rate,s10_avg_throughput,s10_avg_queue_size,s10_avg_threads,s11_avg_latency,s11_arrival_rate,s11_departure_rate,s11_avg_throughput,s11_avg_queue_size,s11_avg_threads,s12_avg_latency,s12_arrival_rate,s12_departure_rate,s12_avg_throughput,s12_avg_queue_size,s12_avg_threads,s13_avg_latency,s13_arrival_rate,s13_departure_rate,s13_avg_throughput,s13_avg_queue_size,s13_avg_threads,s14_avg_latency,s14_arrival_rate,s14_departure_rate,s14_avg_throughput,s14_avg_queue_size,s14_avg_threads,wf0_avg_e2e_latency,wf0_violation_rate,wf1_avg_e2e_latency,wf1_violation_rate,wf2_avg_e2e_latency,wf2_violation_rate,wf3_avg_e2e_latency,wf3_violation_rate,wf4_avg_e2e_latency,wf4_violation_rate,node0_avg_cpu_threads,node0_cpu_usage_pct,node1_avg_cpu_threads,node1_cpu_usage_pct,node2_avg_cpu_threads,node2_cpu_usage_pct
11.776796165554748,0.45999999999999996,0.18,3.0,8.8,1.0,3.126546873776118,0.18,0.18,1.0,0.2,2.6,1.4070208399042352,0.18,0.18,1.0,0.0,2.0,10.235919677027663,0.33999999999999997,0.15999999999999998,3.75,3.8,1.8,3.0131966822589744,0.22000000000000003,0.22000000000000003,1.15,0.6,2.6,1.401755209976058,0.22000000000000003,0.22000000000000003,1.15,0.4,2.6,6.283702406633428,0.42000000000000004,0.24000000000000005,1.8666666666666665,4.0,2.6,3.2146800881356192,0.3,0.24000000000000005,1.3666666666666667,1.2,1.0,1.4023402799680778,0.26,0.26,1.1333333333333333,0.2,2.4,7.879007948684267,0.45999999999999996,0.18,2.6,5.4,1.4,3.257102764464398,0.22000000000000003,0.2,1.1,0.2,1.0,1.403510419952117,0.2,0.2,1.0,0.0,1.6,6.851005642555739,0.36,0.27999999999999997,1.7666666666666668,2.8,2.8,3.058581260105964,0.32,0.3,1.16,0.6,2.8,1.4282834788118888,0.32,0.3,1.0666666666666667,0.4,1.0,11.776796165554748,0.6,11.387256966368783,0.6,6.283702406633428,0.2,7.879007948684267,0.4,6.851005642555739,0.24,3.9,97.5,3.216666666666667,80.41666666666667,1.7166666666666666,42.916666666666664
13.584800481770827,0.46666666666666673,0.1666666666666667,3.6666666666666665,8.333333333333334,1.0,3.1017436131428404,0.18333333333333335,0.18333333333333335,1.0833333333333333,0.16666666666666666,1.5,1.3999999999999988,0.18333333333333335,0.18333333333333335,1.0833333333333333,0.16666666666666666,2.3333333333333335,5.787376295341264,0.3166666666666667,0.18333333333333332,2.1333333333333337,2.5,2.0,3.2029090444655814,0.21666666666666667,0.18333333333333332,1.1388888888888888,0.6666666666666666,3.0,1.5351069620605349,0.19999999999999998,0.19999999999999998,0.9722222222222222,0.16666666666666666,1.0,21.798581064492776,0.6333333333333333,0.26666666666666666,3.0416666666666665,16.333333333333332,2.0,3.117120863664528,0.31666666666666665,0.2833333333333334,1.075,0.8333333333333334,2.5,1.4499625176605235,0.3,0.30000000000000004,1.0138888888888888,0.16666666666666666,1.0,15.982374462560019,0.44999999999999996,0.16666666666666666,3.0,9.166666666666666,1.0,3.13430827803464,0.18333333333333335,0.1666666666666667,1.25,0.3333333333333333,2.6666666666666665,1.3999999999999988,0.18333333333333335,0.1666666666666667,1.25,0.3333333333333333,1.6666666666666667,10.48575310018567,0.4166666666666667,0.31666666666666665,1.4583333333333333,4.166666666666667,2.5,3.6591687600736034,0.3499999999999999,0.3333333333333333,1.125,1.1666666666666667,2.5,1.4232450922101698,0.35000000000000003,0.35000000000000003,1.0222222222222221,0.3333333333333333,2.0,13.584800481770827,0.8333333333333334,5.7565829520597775,0.0,21.798581064492776,0.7999999999999999,15.982374462560019,0.75,10.48575310018567,0.611111111111111,3.918032786885246,97.95081967213115,3.2131147540983607,80.32786885245902,1.5901639344262295,39.75409836065574
17.190065960189326,0.38,0.2,2.35,6.0,1.4,3.1885492731509784,0.2,0.2,1.1,0.4,3.0,1.4259197140275572,0.2,0.2,1.1,0.2,2.4,13.42087147147512,0.54,0.26,2.3666666666666667,9.2,2.4,4.731816967720364,0.32,0.28,1.15,1.4,1.0,1.4151300426343005,0.28,0.28,1.0166666666666666,0.2,1.6,6.570916033851657,0.3,0.16,1.2666666666666668,2.8,1.8,2.602620948079365,0.2,0.2,0.7,0.6,1.8,1.54741029274248,0.2,0.2,1.0,0.2,2.0,15.42850133942485,0.36,0.22000000000000003,1.7,5.4,1.8,3.115896994923425,0.26,0.24,1.2,0.8,1.8,1.421082738913398,0.26000000000000006,0.26,1.15,0.2,1.6,10.496226332889346,0.48,0.28,1.9,5.8,1.4,4.067071303262921,0.32,0.30000000000000004,1.2166666666666666,1.2,1.4,1.409735206937672,0.31999999999999995,0.3,1.0666666666666667,0.6,2.8,17.190065960189326,0.8,13.42087147147512,0.6,8.213645042314571,0.3333333333333333,15.42850133942485,0.6666666666666667,10.496226332889346,0.55,3.9152542372881354,97.88135593220339,3.3728813559322033,84.32203389830508,1.847457627118644,46.186440677966104
7.9655383974476575,0.38,0.24,1.6666666666666665,3.8,1.8,3.0497398506481415,0.26,0.24,1.1333333333333333,0.8,1.8,1.4254523504817391,0.26,0.26,1.0,0.2,2.8,8.151032788019206,0.4,0.26,1.0833333333333333,4.6,3.4,5.269686378439969,0.32,0.27999999999999997,1.2,2.0,1.0,1.428378176680853,0.3,0.28,1.0833333333333333,0.4,1.6,8.28742686812529,0.45999999999999996,0.22000000000000003,2.1,5.2,1.6,3.3590913130080637,0.26,0.22000000000000003,1.2,0.8,2.4,1.418521112240931,0.26,0.24000000000000005,1.05,0.2,1.6,16.671684965049508,0.64,0.2,3.366666666666667,12.2,1.4,2.9090782154464097,0.24000000000000005,0.2,1.2,0.6,1.8,1.411589874000123,0.24000000000000005,0.22000000000000003,1.0666666666666667,0.2,3.4,12.986362239442702,0.44000000000000006,0.16,3.0,6.8,1.0,2.968470410800815,0.16,0.16,1.1,0.6,2.6,1.4219867313613352,0.15999999999999998,0.15999999999999998,1.1,0.2,2.2,7.9655383974476575,0.3333333333333333,10.188790985024008,0.45,8.28742686812529,0.5,16.671684965049508,0.8333333333333333,14.378533463628793,0.6,3.9152542372881354,97.88135593220339,3.23728813559322,80.9322033898305,1.576271186440678,39.40677966101695
20.50602258214725,0.5666666666666667,0.2166666666666667,3.0416666666666665,14.166666666666666,2.0,3.3292182116943985,0.26666666666666666,0.23333333333333336,1.3,1.1666666666666667,1.8333333333333333,1.42718567801081,0.26666666666666666,0.2333333333333333,1.0833333333333333,0.3333333333333333,2.0,8.037170990671964,0.30000000000000004,0.26666666666666666,2.1,2.6666666666666665,2.6666666666666665,3.1630903936855295,0.2833333333333334,0.2833333333333333,1.3777777777777775,0.8333333333333334,2.3333333333333335,1.4224294396879937,0.2833333333333334,0.2833333333333334,1.3777777777777775,0.5,3.1666666666666665,8.551208504857682,0.3166666666666666,0.2833333333333334,1.5833333333333333,3.1666666666666665,2.6666666666666665,3.0795032435866254,0.3,0.3,1.0666666666666669,1.0,2.5,1.4305100247831515,0.3,0.3,0.9777777777777779,0.16666666666666666,2.6666666666666665,7.831128787152703,0.3666666666666667,0.25,1.75,3.5,2.0,3.421960872253629,0.2833333333333333,0.26666666666666666,1.1888888888888889,1.1666666666666667,1.8333333333333333,1.4386114330626503,0.2833333333333334,0.26666666666666666,1.1666666666666667,0.8333333333333334,2.0,16.13654736129398,0.35000000000000003,0.16666666666666666,2.9444444444444446,6.166666666666667,1.0,3.0248822013087886,0.18333333333333335,0.1666666666666667,1.25,0.3333333333333333,2.1666666666666665,1.4035437584539678,0.16666666666666666,0.1666666666666667,1.0833333333333333,0.16666666666666666,3.1666666666666665,20.50602258214725,0.9166666666666666,8.321788249544985,0.5833333333333334,8.551208504857682,0.34722222222222215,7.831128787152703,0.42777777777777776,16.13654736129398,0.7777777777777777,3.8688524590163933,96.72131147540983,3.3442622950819674,83.60655737704919,1.8360655737704918,45.90163934426229
8.73890840741353,0.4666666666666666,0.2833333333333334,2.233333333333333,4.166666666666667,2.6666666666666665,3.21083259698734,0.35000000000000003,0.31666666666666665,1.3027777777777778,1.5,2.6666666666666665,1.5735660212857123,0.3333333333333333,0.3333333333333333,1.1916666666666667,0.8333333333333334,1.1666666666666667,9.854538998624388,0.43333333333333335,0.19999999999999998,2.833333333333333,7.166666666666667,1.3333333333333333,3.2846025270843584,0.23333333333333336,0.2166666666666667,1.2083333333333333,0.6666666666666666,2.3333333333333335,1.3999999999999988,0.2333333333333333,0.21666666666666667,1.0555555555555556,0.16666666666666666,1.3333333333333333,10.659025564016808,0.4000000000000001,0.16666666666666666,2.75,7.166666666666667,1.0,2.9164623237065292,0.16666666666666666,0.16666666666666666,1.0833333333333333,0.6666666666666666,2.0,1.3999999999999992,0.16666666666666666,0.16666666666666666,1.0833333333333333,0.3333333333333333,2.1666666666666665,11.252278660926786,0.2833333333333334,0.19999999999999998,1.6666666666666667,3.5,1.5,3.1242115131693544,0.21666666666666667,0.19999999999999998,1.0833333333333333,0.5,1.3333333333333333,1.3999999999999992,0.21666666666666667,0.19999999999999998,1.1111111111111112,0.3333333333333333,2.0,8.60562852544884,0.4166666666666667,0.3,1.45,3.6666666666666665,2.8333333333333335,3.155963716175309,0.3333333333333333,0.3,1.0833333333333333,1.0,2.3333333333333335,1.3999999999999992,0.3333333333333333,0.31666666666666665,1.0611111111111111,0.3333333333333333,2.3333333333333335,8.73890840741353,0.39999999999999997,10.145222891616056,0.5833333333333334,10.659025564016808,0.75,11.252278660926786,0.75,8.60562852544884,0.3833333333333333,3.819672131147541,95.49180327868852,3.3934426229508197,84.8360655737705,1.8360655737704918,45.90163934426229
7.688314750972404,0.32,0.24000000000000005,1.7,2.2,2.2,3.248355580978354,0.27999999999999997,0.24,1.1333333333333333,0.8,2.2,1.4745641582712385,0.26,0.25999999999999995,1.05,0.2,1.0,7.64956054417257,0.4,0.24000000000000005,1.9333333333333331,4.6,2.6,3.5757094104864677,0.30000000000000004,0.25999999999999995,1.2166666666666668,1.6,2.4,1.399999999999999,0.3,0.25999999999999995,1.1166666666666667,1.0,1.2,6.8255413010882675,0.36,0.2,1.6,4.2,1.4,2.669570707796601,0.24000000000000005,0.22000000000000003,0.95,1.2,2.8,1.2046366498543286,0.22000000000000003,0.22000000000000003,0.7,0.6,1.2,15.080271930731419,0.54,0.32,2.673333333333333,9.4,2.0,3.1358489835284837,0.38,0.33999999999999997,1.24,1.2,2.0,1.399999999999999,0.38,0.33999999999999997,1.1333333333333333,0.6,2.4,11.595374239903256,0.36,0.13999999999999999,3.0,5.2,1.0,3.188229021329831,0.15999999999999998,0.16,1.1,0.2,1.4,1.399999999999999,0.15999999999999998,0.15999999999999998,1.0,0.0,3.4,7.688314750972404,0.35,7.64956054417257,0.26666666666666666,8.531926626360335,0.4833333333333333,15.080271930731419,0.7,11.595374239903256,0.5,3.793103448275862,94.82758620689656,3.2586206896551726,81.46551724137932,1.8620689655172413,46.55172413793103
10.78578627007345,0.39999999999999997,0.20000000000000004,2.1944444444444446,5.833333333333333,1.5,2.9098422957166385,0.21666666666666667,0.21666666666666667,1.1111111111111112,0.5,3.0,1.3999999999999992,0.21666666666666667,0.21666666666666667,1.0,0.0,1.6666666666666667,9.578956832672244,0.38333333333333336,0.21666666666666667,2.0,4.666666666666667,2.6666666666666665,4.353835384404356,0.2833333333333334,0.23333333333333336,1.1944444444444444,1.3333333333333333,1.0,1.3999999999999988,0.25,0.23333333333333336,1.097222222222222,0.5,2.6666666666666665,23.8950039323105,0.5499999999999999,0.1666666666666667,3.3333333333333335,15.333333333333334,1.0,2.920760050684559,0.18333333333333335,0.16666666666666666,1.1666666666666667,0.5,1.3333333333333333,1.3999999999999992,0.18333333333333335,0.18333333333333335,1.0,0.0,2.3333333333333335,13.599968444641584,0.39999999999999997,0.25000000000000006,2.055555555555556,6.333333333333333,1.6666666666666667,2.9000138529682586,0.26666666666666666,0.25000000000000006,1.236111111111111,0.6666666666666666,2.1666666666666665,1.3999999999999992,0.26666666666666666,0.25,1.236111111111111,0.5,2.1666666666666665,9.095040391467109,0.44999999999999996,0.2833333333333333,1.6722222222222218,5.0,2.5,3.8995464297346483,0.31666666666666665,0.3,1.138888888888889,1.3333333333333333,2.0,1.4234613108575154,0.3166666666666667,0.3,1.0138888888888888,0.6666666666666666,1.5,10.78578627007345,0.611111111111111,9.578956832672244,0.5833333333333334,23.8950039323105,0.8333333333333334,13.599968444641584,0.6944444444444443,9.095040391467109,0.7222222222222222,3.901639344262295,97.54098360655738,3.3278688524590163,83.19672131147541,1.6229508196721312,40.57377049180328
11.34850309754039,0.48,0.26,2.4266666666666667,7.8,1.6,3.265752276640719,0.32,0.3,1.2333333333333332,0.8,2.2,1.5808033352400863,0.3,0.3,1.01,0.2,1.0,5.741352274922867,0.44000000000000006,0.1,4.0,6.0,2.2,2.3700249587561024,0.12,0.12000000000000002,0.8,0.4,1.2,1.1199999999999992,0.12,0.12000000000000002,0.8,0.4,2.8,15.887775941661554,0.4,0.18,2.6,6.0,1.0,3.0349858825648854,0.2,0.18,1.2,0.8,1.8,1.3999999999999992,0.18,0.18,1.0333333333333332,0.2,1.0,7.225190463730968,0.32,0.22000000000000003,1.7916666666666667,2.8,2.4,3.548738271536216,0.27999999999999997,0.26,1.0933333333333333,0.8,1.6,1.4651433447756528,0.26,0.26,1.0266666666666666,0.2,1.0,10.264799304553907,0.5,0.24000000000000005,2.433333333333333,6.8,1.8,3.053937535836554,0.28,0.26,1.2,1.0,2.6,1.449774233662914,0.27999999999999997,0.26,1.1,0.6,2.0,11.34850309754039,0.7,7.176690343653584,0.2,15.887775941661554,0.8,6.620152370984774,0.2,10.264799304553907,0.4666666666666666,3.716666666666667,92.91666666666667,3.2,80.0,1.5833333333333333,39.58333333333333
12.641703610610842,0.5799999999999998,0.2,3.1333333333333333,9.6,1.4,3.6209099801505786,0.24,0.24000000000000005,1.0,0.4,3.0,1.6701976274249855,0.24000000000000005,0.24000000000000005,1.0,0.0,1.6,12.927102626688427,0.45999999999999996,0.12000000000000002,3.4,8.8,1.0,2.9103813829553395,0.12,0.12,0.7,0.6,2.4,1.5118787943129774,0.12,0.12,1.0,0.0,2.0,12.547977882250965,0.3,0.2,1.9375,3.4,2.8,3.4023045585489426,0.25999999999999995,0.22000000000000003,1.2,1.4,2.2,1.502208001959279,0.26000000000000006,0.24000000000000005,1.3599999999999999,0.6,1.6,13.891380367656598,0.48,0.26,2.0166666666666666,8.0,2.0,4.0495521271821495,0.32,0.26,1.3,1.4,2.2,1.4639039672338368,0.28,0.28,1.0333333333333334,0.6,1.6,9.534533053753737,0.5,0.30000000000000004,1.75,4.8,2.4,3.311364559948946,0.38,0.38,1.0933333333333333,1.4,3.0,1.4577485038980433,0.38,0.38,1.0,0.0,2.4,12.641703610610842,0.7,16.158878283360533,0.7,13.797278089893737,0.8,13.891380367656598,0.65,9.534533053753737,0.65,3.9298245614035086,98.24561403508771,3.1578947368421053,78.94736842105263,1.736842105263158,43.42105263157895
