episode,total_violations,mean_step_total_violations,n_steps
1,28,3.5,8
2,50,7.142857142857143,7
3,40,5.714285714285714,7
4,43,6.142857142857143,7
5,40,5.714285714285714,7
6,42,6.0,7
7,46,6.571428571428571,7
8,36,5.142857142857143,7
9,36,4.5,8
10,40,6.666666666666667,6
11,35,5.833333333333333,6
12,47,7.833333333333333,6
13,35,4.375,8
14,49,7.0,7
15,37,6.166666666666667,6
16,21,3.0,7
17,52,7.428571428571429,7
18,25,3.125,8
19,45,6.428571428571429,7
20,42,6.0,7
21,32,4.571428571428571,7
22,25,3.5714285714285716,7
23,37,6.166666666666667,6
24,38,5.428571428571429,7
25,52,7.428571428571429,7
26,40,5.714285714285714,7
27,26,3.7142857142857144,7
28,44,6.285714285714286,7
29,35,4.375,8
30,39,5.571428571428571,7
31,55,7.857142857142857,7
32,42,6.0,7
33,43,7.166666666666667,6
34,53,7.571428571428571,7
35,44,6.285714285714286,7
36,31,4.428571428571429,7
37,39,4.875,8
38,46,6.571428571428571,7
39,27,3.857142857142857,7
40,43,7.166666666666667,6
41,41,5.857142857142857,7
42,42,6.0,7
43,51,7.285714285714286,7
44,47,6.714285714285714,7
45,52,7.428571428571429,7
46,22,3.142857142857143,7
47,33,4.714285714285714,7
48,45,7.5,6
49,44,7.333333333333333,6
50,45,5.0,9
51,45,6.428571428571429,7
52,41,5.857142857142857,7
53,45,6.428571428571429,7
54,39,6.5,6
55,52,7.428571428571429,7
56,25,3.5714285714285716,7
57,41,5.857142857142857,7
58,38,5.428571428571429,7
59,41,5.857142857142857,7
60,35,5.833333333333333,6
61,44,6.285714285714286,7
62,38,5.428571428571429,7
63,30,4.285714285714286,7
64,51,7.285714285714286,7
65,46,6.571428571428571,7
66,37,5.285714285714286,7
67,35,5.833333333333333,6
68,39,5.571428571428571,7
69,40,6.666666666666667,6
70,35,5.0,7
71,36,5.142857142857143,7
72,20,2.857142857142857,7
73,42,6.0,7
74,45,6.428571428571429,7
75,50,7.142857142857143,7
76,44,6.285714285714286,7
77,37,5.285714285714286,7
78,23,3.2857142857142856,7
79,28,3.5,8
80,52,7.428571428571429,7
81,28,3.5,8
82,45,6.428571428571429,7
83,37,5.285714285714286,7
84,35,5.0,7
85,23,3.2857142857142856,7
86,50,7.142857142857143,7
87,41,5.857142857142857,7
88,33,5.5,6
89,33,4.714285714285714,7
90,50,6.25,8
91,39,6.5,6
92,42,6.0,7
93,33,5.5,6
94,32,4.571428571428571,7
95,40,5.714285714285714,7
96,17,2.125,8
97,40,6.666666666666667,6
98,24,4.0,6
99,36,5.142857142857143,7
100,40,5.714285714285714,7
