episode,total_violations,mean_step_total_violations,n_steps
1,36,5.142857142857143,7
2,33,4.714285714285714,7
3,22,3.142857142857143,7
4,23,3.8333333333333335,6
5,33,4.714285714285714,7
6,44,6.285714285714286,7
7,41,5.857142857142857,7
8,47,6.714285714285714,7
9,26,4.333333333333333,6
10,42,6.0,7
11,33,4.714285714285714,7
12,42,6.0,7
13,39,5.571428571428571,7
14,51,7.285714285714286,7
15,46,7.666666666666667,6
16,55,7.857142857142857,7
17,23,3.2857142857142856,7
18,47,6.714285714285714,7
19,30,4.285714285714286,7
20,50,7.142857142857143,7
21,45,6.428571428571429,7
22,38,5.428571428571429,7
23,30,4.285714285714286,7
24,26,3.7142857142857144,7
25,32,4.571428571428571,7
26,32,4.0,8
27,24,3.4285714285714284,7
28,31,4.428571428571429,7
29,53,7.571428571428571,7
30,45,6.428571428571429,7
31,42,6.0,7
32,26,4.333333333333333,6
33,38,5.428571428571429,7
34,31,4.428571428571429,7
35,33,4.714285714285714,7
36,39,5.571428571428571,7
37,42,6.0,7
38,37,5.285714285714286,7
39,37,5.285714285714286,7
40,25,3.125,8
41,42,6.0,7
42,38,5.428571428571429,7
43,41,5.857142857142857,7
44,38,5.428571428571429,7
45,26,3.7142857142857144,7
46,27,3.857142857142857,7
47,30,4.285714285714286,7
48,32,4.0,8
49,25,4.166666666666667,6
50,34,4.857142857142857,7
51,29,4.142857142857143,7
52,51,8.5,6
53,38,6.333333333333333,6
54,23,2.875,8
55,22,3.142857142857143,7
56,30,4.285714285714286,7
57,48,6.857142857142857,7
58,36,5.142857142857143,7
59,39,5.571428571428571,7
60,45,7.5,6
61,44,6.285714285714286,7
62,39,5.571428571428571,7
63,22,3.142857142857143,7
64,53,8.833333333333334,6
65,38,6.333333333333333,6
66,28,4.0,7
67,28,4.0,7
68,52,7.428571428571429,7
69,34,5.666666666666667,6
70,32,4.0,8
71,34,4.857142857142857,7
72,27,3.375,8
73,54,7.714285714285714,7
74,34,4.857142857142857,7
75,35,5.0,7
76,28,4.0,7
77,24,3.4285714285714284,7
78,51,7.285714285714286,7
79,32,4.571428571428571,7
80,33,4.714285714285714,7
81,41,5.857142857142857,7
82,41,5.857142857142857,7
83,35,5.833333333333333,6
84,26,3.7142857142857144,7
85,42,6.0,7
86,34,4.857142857142857,7
87,39,6.5,6
88,42,6.0,7
89,34,4.857142857142857,7
90,47,6.714285714285714,7
91,30,4.285714285714286,7
92,52,7.428571428571429,7
93,29,4.142857142857143,7
94,44,6.285714285714286,7
95,32,4.571428571428571,7
96,25,3.5714285714285716,7
97,32,4.571428571428571,7
98,44,6.285714285714286,7
99,13,1.8571428571428572,7
100,45,6.428571428571429,7
