episode,total_violations,mean_step_total_violations,n_steps
1,38,4.75,8
2,34,5.666666666666667,6
3,39,5.571428571428571,7
4,30,5.0,6
5,34,4.857142857142857,7
6,38,5.428571428571429,7
7,45,6.428571428571429,7
8,18,2.5714285714285716,7
9,35,5.833333333333333,6
10,19,3.1666666666666665,6
11,34,4.857142857142857,7
12,39,5.571428571428571,7
13,52,8.666666666666666,6
14,21,3.0,7
15,47,7.833333333333333,6
16,36,5.142857142857143,7
17,28,4.666666666666667,6
18,51,7.285714285714286,7
19,20,2.857142857142857,7
20,47,6.714285714285714,7
21,28,4.0,7
22,31,5.166666666666667,6
23,33,4.714285714285714,7
24,44,6.285714285714286,7
25,37,5.285714285714286,7
26,38,5.428571428571429,7
27,35,5.0,7
28,38,6.333333333333333,6
29,33,4.125,8
30,30,4.285714285714286,7
31,31,4.428571428571429,7
32,21,3.0,7
33,35,5.833333333333333,6
34,20,2.857142857142857,7
35,39,5.571428571428571,7
36,44,6.285714285714286,7
37,34,5.666666666666667,6
38,47,6.714285714285714,7
39,32,5.333333333333333,6
40,33,4.714285714285714,7
41,39,5.571428571428571,7
42,45,7.5,6
43,35,5.833333333333333,6
44,32,4.571428571428571,7
45,31,4.428571428571429,7
46,34,4.857142857142857,7
47,39,5.571428571428571,7
48,43,5.375,8
49,49,7.0,7
50,21,3.0,7
51,31,5.166666666666667,6
52,29,4.833333333333333,6
53,29,4.142857142857143,7
54,47,6.714285714285714,7
55,42,6.0,7
56,38,5.428571428571429,7
57,12,1.5,8
58,38,5.428571428571429,7
59,40,5.714285714285714,7
60,30,4.285714285714286,7
61,49,7.0,7
62,42,6.0,7
63,23,3.2857142857142856,7
64,36,4.0,9
65,35,5.0,7
66,44,7.333333333333333,6
67,30,4.285714285714286,7
68,34,4.857142857142857,7
69,54,7.714285714285714,7
70,35,5.0,7
71,42,7.0,6
72,26,4.333333333333333,6
73,45,7.5,6
74,40,5.714285714285714,7
75,38,5.428571428571429,7
76,33,4.714285714285714,7
77,22,2.75,8
78,37,5.285714285714286,7
79,41,6.833333333333333,6
80,46,6.571428571428571,7
81,35,5.0,7
82,29,4.833333333333333,6
83,32,4.571428571428571,7
84,47,7.833333333333333,6
85,40,5.714285714285714,7
86,21,3.5,6
87,19,2.7142857142857144,7
88,35,5.0,7
89,42,7.0,6
90,31,5.166666666666667,6
91,12,2.0,6
92,35,5.0,7
93,43,6.142857142857143,7
94,52,7.428571428571429,7
95,38,4.75,8
96,24,3.4285714285714284,7
97,25,4.166666666666667,6
98,25,3.5714285714285716,7
99,41,5.857142857142857,7
100,36,5.142857142857143,7
