2026-05-03T08:34:08.232693Z,generate_tig_start,490700800,422400475136,17179869184,6502350848
2026-05-03T08:34:08.233231Z,delta_start,490700800,422400475136,17179869184,6502367232
2026-05-03T08:34:11.678749Z,after_prepare_from_observations,512409600,422409076736,17179869184,6484918272
2026-05-03T08:34:11.680264Z,before_queries,512409600,422409076736,17179869184,6484934656
2026-05-03T08:50:27.074944Z,generate_tig_start,496615424,422005620736,17179869184,9424977920
2026-05-03T08:50:27.075730Z,delta_start,496648192,422005620736,17179869184,9432334336
2026-05-03T08:50:27.268372Z,after_prepare_from_observations,497565696,422007193600,17179869184,9382952960
2026-05-03T08:50:27.270095Z,before_queries,497565696,422007193600,17179869184,9383182336
2026-05-03T08:50:35.539828Z,after_queries,497631232,422005473280,17179869184,9171845120
2026-05-03T08:50:35.540246Z,delta_end,497631232,422005473280,17179869184,9171861504
2026-05-03T08:50:35.540395Z,after_delta,497631232,422005473280,17179869184,9171861504
2026-05-03T08:50:35.771864Z,after_persist_tig,550141952,422009733120,17179869184,9133899776
2026-05-03T08:55:53.096292Z,generate_tig_start,484179968,421994610688,17179869184,9079046144
2026-05-03T08:55:53.097650Z,delta_start,484229120,421994610688,17179869184,9075884032
2026-05-03T08:55:53.212736Z,after_prepare_from_observations,485031936,421996183552,17179869184,9063366656
2026-05-03T08:55:53.214067Z,before_queries,485031936,421996183552,17179869184,9063596032
2026-05-03T08:56:01.162164Z,after_queries,485015552,421993316352,17179869184,9050980352
2026-05-03T08:56:01.162789Z,delta_end,485015552,421993316352,17179869184,9051013120
2026-05-03T08:56:01.162941Z,after_delta,485015552,421993316352,17179869184,9051013120
2026-05-03T08:56:01.390831Z,after_persist_tig,561987584,422008160256,17179869184,8981512192
